"화면ID","화면명","어떤 자리","종류","권장 크기","지금 들어간 사진"
"HO0203","홈 - 고객 로그인 > 방문 당일 리마인더","매장 대표","매장","1200×900","뷰티샵_스파_토끼.webp"
"HO0203","홈 - 고객 로그인 > 방문 당일 리마인더","매장 대표","매장","1200×900","뷰티샵_기기_쥐.webp"
"HO0203","홈 - 고객 로그인 > 방문 당일 리마인더","매장 대표","매장","1200×900","뷰티샵_염색_라쿤.webp"
"HO0203","홈 - 고객 로그인 > 방문 당일 리마인더","매장 대표","매장","1200×900","뷰티샵_샴푸_사모예드.webp"
"MG0101","시술 메뉴 관리","시술 대표","시술","1200×900","뷰티샵_네일_물범.webp"
"MG0101","시술 메뉴 관리","시술 대표","시술","1200×900","뷰티샵_네일_양.webp"
"MG0101","시술 메뉴 관리","시술 대표","시술","1200×900","뷰티샵_네일_카피바라.webp"
"MG0101","시술 메뉴 관리","시술 대표","시술","1200×900","뷰티샵_상담_색상.webp"
"MG0101","시술 메뉴 관리","시술 대표","시술","1200×900","뷰티샵_상담_수달.webp"
"MG0102","시술 메뉴 관리 > 시술 숨김 처리","시술 대표","시술","1200×900","뷰티샵_염색_여우.webp"
"MG0102","시술 메뉴 관리 > 시술 숨김 처리","시술 대표","시술","1200×900","뷰티샵_네일_물범.webp"
"MG0102","시술 메뉴 관리 > 시술 숨김 처리","시술 대표","시술","1200×900","뷰티샵_네일_양.webp"
"MG0103","시술 메뉴 관리 > 필수 항목 누락","시술 대표","시술","1200×900","뷰티샵_네일_카피바라.webp"
"MG0103","시술 메뉴 관리 > 필수 항목 누락","시술 대표","시술","1200×900","뷰티샵_상담_색상.webp"
"MG0201","디자이너 관리","프로필","인물","400×400","인물 - 2.webp"
"MG0201","디자이너 관리","프로필","인물","400×400","인물 - 4.webp"
"MG0201","디자이너 관리","프로필","인물","400×400","인물 - 5.webp"
"MG0201","디자이너 관리","프로필","인물","400×400","인물 - 6.webp"
"MG0201","디자이너 관리","프로필","인물","400×400","인물 - 7.webp"
"MG0202","디자이너 관리 > 휴직 전환 확인","프로필","인물","400×400","인물 - 8.webp"
"MG0202","디자이너 관리 > 휴직 전환 확인","프로필","인물","400×400","인물 - 9.webp"
"MG0202","디자이너 관리 > 휴직 전환 확인","프로필","인물","400×400","인물 - 12.webp"
"MG0202","디자이너 관리 > 휴직 전환 확인","프로필","인물","400×400","인물 - 13.webp"
"MG0203","디자이너 관리 > 담당 시술 미지정","프로필","인물","400×400","인물 - 14.webp"
"MG0203","디자이너 관리 > 담당 시술 미지정","프로필","인물","400×400","인물 - 15.webp"
"MG0203","디자이너 관리 > 담당 시술 미지정","프로필","인물","400×400","인물 - 16.webp"
"MG0203","디자이너 관리 > 담당 시술 미지정","프로필","인물","400×400","인물 - 17.webp"
"MG0501","사진 업로드 - 실패","시술 결과","결과","1000×1000","뷰티 - 1.webp"
"MG0501","사진 업로드 - 실패","시술 결과","결과","1000×1000","뷰티 - 2.webp"
"MG0501","사진 업로드 - 실패","시술 결과","결과","1000×1000","뷰티 - 4.webp"
"MG0501","사진 업로드 - 실패","시술 결과","결과","1000×1000","뷰티 - 5.webp"
"MG0501","사진 업로드 - 실패","시술 결과","결과","1000×1000","뷰티 - 10.webp"
"MY0101","내 예약 - 예정","매장 대표","매장","1200×900","뷰티샵_커트_알파카.webp"
"MY0101","내 예약 - 예정","매장 대표","매장","1200×900","뷰티샵_네일_토끼.webp"
"MY0102","내 예약 - 예정 > 완료 탭","매장 대표","매장","1200×900","뷰티샵_드라이_코기.webp"
"MY0102","내 예약 - 예정 > 완료 탭","매장 대표","매장","1200×900","뷰티샵_네일_토끼.webp"
"MY0102","내 예약 - 예정 > 완료 탭","매장 대표","매장","1200×900","뷰티샵_커트_알파카.webp"
"MY0103","내 예약 - 예정 > 취소 탭","매장 대표","매장","1200×900","뷰티샵_스파_토끼.webp"
"MY0103","내 예약 - 예정 > 취소 탭","매장 대표","매장","1200×900","뷰티샵_메이크업_고양이.webp"
"MY0103","내 예약 - 예정 > 취소 탭","매장 대표","매장","1200×900","뷰티샵_기기_쥐.webp"
"MY0104","내 예약 - 예정 > 취소 마감 지난 카드","매장 대표","매장","1200×900","뷰티샵_커트_알파카.webp"
"MY0104","내 예약 - 예정 > 취소 마감 지난 카드","매장 대표","매장","1200×900","뷰티샵_네일_토끼.webp"
"MY0201","내 예약 - 비어 있음","매장 대표","매장","1200×900","뷰티샵_커트_알파카.webp"
"MY0201","내 예약 - 비어 있음","매장 대표","매장","1200×900","뷰티샵_네일_토끼.webp"
"MY0201","내 예약 - 비어 있음","매장 대표","매장","1200×900","뷰티샵_드라이_코기.webp"
"MY0201","내 예약 - 비어 있음","매장 대표","매장","1200×900","뷰티샵_메이크업_고양이.webp"
"MY0301","예약 상세","매장 대표","매장","1200×900","뷰티샵_커트_알파카.webp"
"MY0302","예약 상세 > 매장 확인 대기","매장 대표","매장","1200×900","뷰티샵_커트_알파카.webp"
"MY0303","예약 상세 > 노쇼 처리됨","매장 대표","매장","1200×900","뷰티샵_커트_알파카.webp"
"MY0304","예약 상세 > 변경 요청 중","매장 대표","매장","1200×900","뷰티샵_커트_알파카.webp"
"PT0201","매장 입점 신청","매장 대표","매장","1200×900","뷰티샵_상담_시바.webp"
"PT0201","매장 입점 신청","매장 대표","매장","1200×900","뷰티샵_샴푸받기_골든.webp"
"PT0201","매장 입점 신청","매장 대표","매장","1200×900","뷰티샵_네일_물범.webp"
"RE0101","예약 1단계 - 시술 선택","매장 대표","매장","1200×900","뷰티샵_커트_알파카.webp"
"RE0101","예약 1단계 - 시술 선택","시술 대표","시술","1200×900","뷰티샵_상담_수달.webp"
"RE0101","예약 1단계 - 시술 선택","시술 대표","시술","1200×900","뷰티샵_염색_여우.webp"
"RE0101","예약 1단계 - 시술 선택","시술 대표","시술","1200×900","뷰티샵_네일_물범.webp"
"RE0101","예약 1단계 - 시술 선택","시술 대표","시술","1200×900","뷰티샵_네일_양.webp"
"RE0101","예약 1단계 - 시술 선택","시술 대표","시술","1200×900","뷰티샵_네일_카피바라.webp"
"RE0101","예약 1단계 - 시술 선택","시술 대표","시술","1200×900","뷰티샵_상담_색상.webp"
"RE0101","예약 1단계 - 시술 선택","시술 대표","시술","1200×900","뷰티샵_샴푸받기_골든.webp"
"RE0101","예약 1단계 - 시술 선택","시술 대표","시술","1200×900","뷰티샵_상담_시바.webp"
"RE0101","예약 1단계 - 시술 선택","시술 대표","시술","1200×900","뷰티 - 1.webp"
"RE0101","예약 1단계 - 시술 선택","시술 대표","시술","1200×900","뷰티 - 2.webp"
"RE0101","예약 1단계 - 시술 선택","시술 대표","시술","1200×900","뷰티 - 4.webp"
"RE0101","예약 1단계 - 시술 선택","시술 대표","시술","1200×900","뷰티 - 5.webp"
"RE0102","예약 1단계 - 시술 선택 > 옵션 선택 펼침","매장 대표","매장","1200×900","뷰티샵_커트_알파카.webp"
"RE0102","예약 1단계 - 시술 선택 > 옵션 선택 펼침","시술 대표","시술","1200×900","뷰티샵_상담_수달.webp"
"RE0102","예약 1단계 - 시술 선택 > 옵션 선택 펼침","시술 대표","시술","1200×900","뷰티샵_염색_여우.webp"
"RE0102","예약 1단계 - 시술 선택 > 옵션 선택 펼침","시술 대표","시술","1200×900","뷰티샵_네일_물범.webp"
"RE0102","예약 1단계 - 시술 선택 > 옵션 선택 펼침","시술 대표","시술","1200×900","뷰티샵_네일_양.webp"
"RE0102","예약 1단계 - 시술 선택 > 옵션 선택 펼침","시술 대표","시술","1200×900","뷰티샵_네일_카피바라.webp"
"RE0102","예약 1단계 - 시술 선택 > 옵션 선택 펼침","시술 대표","시술","1200×900","뷰티샵_상담_색상.webp"
"RE0102","예약 1단계 - 시술 선택 > 옵션 선택 펼침","시술 대표","시술","1200×900","뷰티샵_샴푸받기_골든.webp"
"RE0102","예약 1단계 - 시술 선택 > 옵션 선택 펼침","시술 대표","시술","1200×900","뷰티샵_상담_시바.webp"
"RE0102","예약 1단계 - 시술 선택 > 옵션 선택 펼침","시술 대표","시술","1200×900","뷰티 - 1.webp"
"RE0102","예약 1단계 - 시술 선택 > 옵션 선택 펼침","시술 대표","시술","1200×900","뷰티 - 2.webp"
"RE0102","예약 1단계 - 시술 선택 > 옵션 선택 펼침","시술 대표","시술","1200×900","뷰티 - 4.webp"
"RE0102","예약 1단계 - 시술 선택 > 옵션 선택 펼침","시술 대표","시술","1200×900","뷰티 - 5.webp"
"RE0103","예약 1단계 - 시술 선택 > 동시 예약 불가 조합","매장 대표","매장","1200×900","뷰티샵_커트_알파카.webp"
"RE0103","예약 1단계 - 시술 선택 > 동시 예약 불가 조합","시술 대표","시술","1200×900","뷰티샵_상담_수달.webp"
"RE0103","예약 1단계 - 시술 선택 > 동시 예약 불가 조합","시술 대표","시술","1200×900","뷰티샵_염색_여우.webp"
"RE0103","예약 1단계 - 시술 선택 > 동시 예약 불가 조합","시술 대표","시술","1200×900","뷰티샵_네일_물범.webp"
"RE0103","예약 1단계 - 시술 선택 > 동시 예약 불가 조합","시술 대표","시술","1200×900","뷰티샵_네일_양.webp"
"RE0103","예약 1단계 - 시술 선택 > 동시 예약 불가 조합","시술 대표","시술","1200×900","뷰티샵_네일_카피바라.webp"
"RE0103","예약 1단계 - 시술 선택 > 동시 예약 불가 조합","시술 대표","시술","1200×900","뷰티샵_상담_색상.webp"
"RE0103","예약 1단계 - 시술 선택 > 동시 예약 불가 조합","시술 대표","시술","1200×900","뷰티샵_샴푸받기_골든.webp"
"RE0103","예약 1단계 - 시술 선택 > 동시 예약 불가 조합","시술 대표","시술","1200×900","뷰티샵_상담_시바.webp"
"RE0103","예약 1단계 - 시술 선택 > 동시 예약 불가 조합","시술 대표","시술","1200×900","뷰티 - 1.webp"
"RE0103","예약 1단계 - 시술 선택 > 동시 예약 불가 조합","시술 대표","시술","1200×900","뷰티 - 2.webp"
"RE0103","예약 1단계 - 시술 선택 > 동시 예약 불가 조합","시술 대표","시술","1200×900","뷰티 - 4.webp"
"RE0103","예약 1단계 - 시술 선택 > 동시 예약 불가 조합","시술 대표","시술","1200×900","뷰티 - 5.webp"
"RE0104","예약 1단계 - 시술 선택 > 총 소요시간 초과","매장 대표","매장","1200×900","뷰티샵_커트_알파카.webp"
"RE0104","예약 1단계 - 시술 선택 > 총 소요시간 초과","시술 대표","시술","1200×900","뷰티샵_상담_수달.webp"
"RE0104","예약 1단계 - 시술 선택 > 총 소요시간 초과","시술 대표","시술","1200×900","뷰티샵_염색_여우.webp"
"RE0104","예약 1단계 - 시술 선택 > 총 소요시간 초과","시술 대표","시술","1200×900","뷰티샵_네일_물범.webp"
"RE0104","예약 1단계 - 시술 선택 > 총 소요시간 초과","시술 대표","시술","1200×900","뷰티샵_네일_양.webp"
"RE0104","예약 1단계 - 시술 선택 > 총 소요시간 초과","시술 대표","시술","1200×900","뷰티샵_네일_카피바라.webp"
"RE0104","예약 1단계 - 시술 선택 > 총 소요시간 초과","시술 대표","시술","1200×900","뷰티샵_상담_색상.webp"
"RE0104","예약 1단계 - 시술 선택 > 총 소요시간 초과","시술 대표","시술","1200×900","뷰티샵_샴푸받기_골든.webp"
"RE0104","예약 1단계 - 시술 선택 > 총 소요시간 초과","시술 대표","시술","1200×900","뷰티샵_상담_시바.webp"
"RE0104","예약 1단계 - 시술 선택 > 총 소요시간 초과","시술 대표","시술","1200×900","뷰티 - 1.webp"
"RE0104","예약 1단계 - 시술 선택 > 총 소요시간 초과","시술 대표","시술","1200×900","뷰티 - 2.webp"
"RE0104","예약 1단계 - 시술 선택 > 총 소요시간 초과","시술 대표","시술","1200×900","뷰티 - 4.webp"
"RE0104","예약 1단계 - 시술 선택 > 총 소요시간 초과","시술 대표","시술","1200×900","뷰티 - 5.webp"
"RE0201","예약 2단계 - 디자이너 선택","매장 대표","매장","1200×900","뷰티샵_커트_알파카.webp"
"RE0201","예약 2단계 - 디자이너 선택","프로필","인물","400×400","인물 - 18.webp"
"RE0201","예약 2단계 - 디자이너 선택","프로필","인물","400×400","인물 - 19.webp"
"RE0201","예약 2단계 - 디자이너 선택","프로필","인물","400×400","인물 - 20.webp"
"RE0201","예약 2단계 - 디자이너 선택","프로필","인물","400×400","뷰티 - 8.webp"
"RE0202","예약 2단계 - 디자이너 선택 > 지정 안 함 선택","매장 대표","매장","1200×900","뷰티샵_커트_알파카.webp"
"RE0202","예약 2단계 - 디자이너 선택 > 지정 안 함 선택","프로필","인물","400×400","뷰티 - 14.webp"
"RE0202","예약 2단계 - 디자이너 선택 > 지정 안 함 선택","프로필","인물","400×400","인물 - 1.webp"
"RE0202","예약 2단계 - 디자이너 선택 > 지정 안 함 선택","프로필","인물","400×400","인물 - 2.webp"
"RE0202","예약 2단계 - 디자이너 선택 > 지정 안 함 선택","프로필","인물","400×400","인물 - 4.webp"
"RE0203","예약 2단계 - 디자이너 선택 > 선택 시술 불가","매장 대표","매장","1200×900","뷰티샵_커트_알파카.webp"
"RE0203","예약 2단계 - 디자이너 선택 > 선택 시술 불가","프로필","인물","400×400","인물 - 5.webp"
"RE0203","예약 2단계 - 디자이너 선택 > 선택 시술 불가","프로필","인물","400×400","인물 - 6.webp"
"RE0203","예약 2단계 - 디자이너 선택 > 선택 시술 불가","프로필","인물","400×400","인물 - 7.webp"
"RE0203","예약 2단계 - 디자이너 선택 > 선택 시술 불가","프로필","인물","400×400","인물 - 8.webp"
"RE0401","예약 4단계 - 확인 및 결제","매장 대표","매장","1200×900","뷰티샵_커트_알파카.webp"
"RE0402","예약 4단계 - 확인 및 결제 > 쿠폰·적립금 적용","매장 대표","매장","1200×900","뷰티샵_커트_알파카.webp"
"RE0403","예약 4단계 - 확인 및 결제 > 동의 미체크 상태","매장 대표","매장","1200×900","뷰티샵_커트_알파카.webp"
"RE0404","예약 4단계 - 확인 및 결제 > 결제 수단 선택","매장 대표","매장","1200×900","뷰티샵_커트_알파카.webp"
"RE0405","예약 4단계 - 확인 및 결제 > 결제 처리 중","매장 대표","매장","1200×900","뷰티샵_커트_알파카.webp"
"RE0406","예약 4단계 - 확인 및 결제 > 선점 만료 임박 경고","매장 대표","매장","1200×900","뷰티샵_커트_알파카.webp"
"RV0101","리뷰 작성","매장 대표","매장","1200×900","뷰티샵_드라이_코기.webp"
"RV0101","리뷰 작성","리뷰 사진","후기","800×800","뷰티 - 6.webp"
"RV0101","리뷰 작성","리뷰 사진","후기","800×800","뷰티 - 7.webp"
"RV0102","리뷰 작성 > 사진 첨부 오류","매장 대표","매장","1200×900","뷰티샵_드라이_코기.webp"
"RV0102","리뷰 작성 > 사진 첨부 오류","리뷰 사진","후기","800×800","뷰티 - 6.webp"
"RV0103","리뷰 작성 > 최소 글자수 미달","매장 대표","매장","1200×900","뷰티샵_드라이_코기.webp"
"RV0103","리뷰 작성 > 최소 글자수 미달","리뷰 사진","후기","800×800","뷰티 - 7.webp"
"RV0103","리뷰 작성 > 최소 글자수 미달","리뷰 사진","후기","800×800","뷰티 - 6.webp"
"RV0104","리뷰 작성 > 임시 저장 불러오기","매장 대표","매장","1200×900","뷰티샵_드라이_코기.webp"
"RV0104","리뷰 작성 > 임시 저장 불러오기","리뷰 사진","후기","800×800","뷰티 - 7.webp"
"RV0104","리뷰 작성 > 임시 저장 불러오기","리뷰 사진","후기","800×800","뷰티 - 6.webp"
"RV0201","매장 리뷰 목록","리뷰 사진","후기","800×800","뷰티 - 7.webp"
"RV0201","매장 리뷰 목록","리뷰 사진","후기","800×800","뷰티 - 6.webp"
