"화면ID","화면명","어떤 자리","종류","권장 크기","지금 들어간 사진"
"HO-02","홈 - 고객 로그인","시술 결과","결과","1000×1000","뷰티샵_커트_알파카.webp"
"HO-02","홈 - 고객 로그인","시술 결과","결과","1000×1000","뷰티샵_네일_토끼.webp"
"HO-02","홈 - 고객 로그인","매장 대표","매장","1200×900","뷰티샵_염색_라쿤.webp"
"HO-02","홈 - 고객 로그인","매장 대표","매장","1200×900","뷰티샵_네일_푸들.webp"
"HO-02","홈 - 고객 로그인","매장 대표","매장","1200×900","뷰티샵_드라이_코기.webp"
"HO-02","홈 - 고객 로그인","매장 대표","매장","1200×900","뷰티샵_메이크업_고양이.webp"
"HO-02","홈 - 고객 로그인","매장 대표","매장","1200×900","뷰티샵_스파_토끼.webp"
"HO-02","홈 - 고객 로그인","매장 대표","매장","1200×900","뷰티샵_기기_쥐.webp"
"HO-02","홈 - 고객 로그인","매장 대표","매장","1200×900","뷰티샵_염색_라쿤.webp"
"HO-02","홈 - 고객 로그인","매장 대표","매장","1200×900","뷰티샵_샴푸_사모예드.webp"
"MG-01","시술 메뉴 관리","시술 대표","시술","1200×900","뷰티샵_네일_물범.webp"
"MG-01","시술 메뉴 관리","시술 대표","시술","1200×900","뷰티샵_네일_양.webp"
"MG-01","시술 메뉴 관리","시술 대표","시술","1200×900","뷰티샵_네일_카피바라.webp"
"MG-01","시술 메뉴 관리","시술 대표","시술","1200×900","뷰티샵_상담_색상.webp"
"MG-01","시술 메뉴 관리","시술 대표","시술","1200×900","뷰티샵_상담_수달.webp"
"MG-02","디자이너 관리","프로필","인물","400×400","뷰티 - 14.webp"
"MG-02","디자이너 관리","프로필","인물","400×400","인물 - 1.webp"
"MG-02","디자이너 관리","프로필","인물","400×400","인물 - 2.webp"
"MG-02","디자이너 관리","프로필","인물","400×400","인물 - 4.webp"
"MG-02","디자이너 관리","프로필","인물","400×400","인물 - 5.webp"
"MG-05","사진 업로드 - 실패","시술 결과","결과","1000×1000","뷰티 - 1.webp"
"MG-05","사진 업로드 - 실패","시술 결과","결과","1000×1000","뷰티 - 2.webp"
"MG-05","사진 업로드 - 실패","시술 결과","결과","1000×1000","뷰티 - 4.webp"
"MG-05","사진 업로드 - 실패","시술 결과","결과","1000×1000","뷰티 - 5.webp"
"MG-05","사진 업로드 - 실패","시술 결과","결과","1000×1000","뷰티 - 10.webp"
"MY-01","내 예약 - 예정","매장 대표","매장","1200×900","뷰티샵_커트_알파카.webp"
"MY-01","내 예약 - 예정","매장 대표","매장","1200×900","뷰티샵_네일_토끼.webp"
"MY-02","내 예약 - 비어 있음","매장 대표","매장","1200×900","뷰티샵_커트_알파카.webp"
"MY-02","내 예약 - 비어 있음","매장 대표","매장","1200×900","뷰티샵_네일_토끼.webp"
"MY-02","내 예약 - 비어 있음","매장 대표","매장","1200×900","뷰티샵_드라이_코기.webp"
"MY-02","내 예약 - 비어 있음","매장 대표","매장","1200×900","뷰티샵_메이크업_고양이.webp"
"MY-03","예약 상세","매장 대표","매장","1200×900","뷰티샵_커트_알파카.webp"
"PT-02","매장 입점 신청","매장 대표","매장","1200×900","뷰티샵_상담_시바.webp"
"PT-02","매장 입점 신청","매장 대표","매장","1200×900","뷰티샵_샴푸받기_골든.webp"
"PT-02","매장 입점 신청","매장 대표","매장","1200×900","뷰티샵_네일_물범.webp"
"RE-01","예약 1단계 - 시술 선택","매장 대표","매장","1200×900","뷰티샵_커트_알파카.webp"
"RE-01","예약 1단계 - 시술 선택","시술 대표","시술","1200×900","뷰티샵_염색_여우.webp"
"RE-01","예약 1단계 - 시술 선택","시술 대표","시술","1200×900","뷰티샵_네일_물범.webp"
"RE-01","예약 1단계 - 시술 선택","시술 대표","시술","1200×900","뷰티샵_네일_양.webp"
"RE-01","예약 1단계 - 시술 선택","시술 대표","시술","1200×900","뷰티샵_네일_카피바라.webp"
"RE-01","예약 1단계 - 시술 선택","시술 대표","시술","1200×900","뷰티샵_상담_색상.webp"
"RE-01","예약 1단계 - 시술 선택","시술 대표","시술","1200×900","뷰티샵_상담_수달.webp"
"RE-01","예약 1단계 - 시술 선택","시술 대표","시술","1200×900","뷰티샵_샴푸받기_골든.webp"
"RE-01","예약 1단계 - 시술 선택","시술 대표","시술","1200×900","뷰티샵_상담_시바.webp"
"RE-01","예약 1단계 - 시술 선택","시술 대표","시술","1200×900","뷰티 - 1.webp"
"RE-01","예약 1단계 - 시술 선택","시술 대표","시술","1200×900","뷰티 - 2.webp"
"RE-01","예약 1단계 - 시술 선택","시술 대표","시술","1200×900","뷰티 - 4.webp"
"RE-01","예약 1단계 - 시술 선택","시술 대표","시술","1200×900","뷰티 - 5.webp"
"RE-02","예약 2단계 - 디자이너 선택","매장 대표","매장","1200×900","뷰티샵_커트_알파카.webp"
"RE-02","예약 2단계 - 디자이너 선택","프로필","인물","400×400","인물 - 6.webp"
"RE-02","예약 2단계 - 디자이너 선택","프로필","인물","400×400","인물 - 7.webp"
"RE-02","예약 2단계 - 디자이너 선택","프로필","인물","400×400","인물 - 8.webp"
"RE-02","예약 2단계 - 디자이너 선택","프로필","인물","400×400","인물 - 9.webp"
"RE-04","예약 4단계 - 확인 및 결제","매장 대표","매장","1200×900","뷰티샵_커트_알파카.webp"
"RV-01","리뷰 작성","매장 대표","매장","1200×900","뷰티샵_드라이_코기.webp"
"RV-01","리뷰 작성","리뷰 사진","후기","800×800","뷰티 - 6.webp"
"RV-01","리뷰 작성","리뷰 사진","후기","800×800","뷰티 - 7.webp"
"RV-02","매장 리뷰 목록","리뷰 사진","후기","800×800","뷰티 - 6.webp"
"RV-02","매장 리뷰 목록","리뷰 사진","후기","800×800","뷰티 - 7.webp"
"RV-02","매장 리뷰 목록","리뷰 사진","후기","800×800","뷰티샵_샴푸받기_골든.webp"
"RV-02","매장 리뷰 목록","리뷰 사진","후기","800×800","뷰티샵_상담_시바.webp"
"RV-02","매장 리뷰 목록","리뷰 사진","후기","800×800","뷰티샵_네일_물범.webp"
"RV-02","매장 리뷰 목록","리뷰 사진","후기","800×800","뷰티샵_네일_양.webp"
"RV-02","매장 리뷰 목록","리뷰 사진","후기","800×800","뷰티샵_네일_카피바라.webp"
"RV-02","매장 리뷰 목록","리뷰 사진","후기","800×800","뷰티샵_상담_색상.webp"
"RV-02","매장 리뷰 목록","리뷰 사진","후기","800×800","뷰티샵_상담_수달.webp"
"RV-02","매장 리뷰 목록","리뷰 사진","후기","800×800","뷰티샵_염색_여우.webp"
"RV-03","내 리뷰 목록","시술 결과","결과","1000×1000","뷰티샵_드라이_코기.webp"
"RV-03","내 리뷰 목록","시술 결과","결과","1000×1000","뷰티샵_네일_토끼.webp"
"RV-03","내 리뷰 목록","리뷰 사진","후기","800×800","뷰티 - 6.webp"
"RV-03","내 리뷰 목록","리뷰 사진","후기","800×800","뷰티 - 7.webp"
"RV-03","내 리뷰 목록","리뷰 사진","후기","800×800","뷰티샵_샴푸받기_골든.webp"
"RV-03","내 리뷰 목록","리뷰 사진","후기","800×800","뷰티샵_상담_시바.webp"
"RV-03","내 리뷰 목록","리뷰 사진","후기","800×800","뷰티샵_네일_물범.webp"
"RV-04","리뷰 작성 - 기간 지남","매장 대표","매장","1200×900","뷰티샵_기기_쥐.webp"
"SE-01","매장 목록","매장 대표","매장","1200×900","뷰티샵_커트_알파카.webp"
"SE-01","매장 목록","매장 대표","매장","1200×900","뷰티샵_네일_토끼.webp"
"SE-01","매장 목록","매장 대표","매장","1200×900","뷰티샵_드라이_코기.webp"
"SE-01","매장 목록","매장 대표","매장","1200×900","뷰티샵_메이크업_고양이.webp"
"SE-01","매장 목록","매장 대표","매장","1200×900","뷰티샵_스파_토끼.webp"
"SE-01","매장 목록","매장 대표","매장","1200×900","뷰티샵_기기_쥐.webp"
"SE-01","매장 목록","매장 대표","매장","1200×900","뷰티샵_염색_라쿤.webp"
"SE-01","매장 목록","매장 대표","매장","1200×900","뷰티샵_샴푸_사모예드.webp"
"SE-01","매장 목록","매장 대표","매장","1200×900","뷰티샵_드라이_푸들.webp"
"SE-01","매장 목록","매장 대표","매장","1200×900","뷰티샵_네일_푸들.webp"
"SE-01","매장 목록","매장 대표","매장","1200×900","뷰티샵_상담_알파카.webp"
"SE-01","매장 목록","매장 대표","매장","1200×900","뷰티샵_커트받기_보더콜리.webp"
"SE-02","매장 목록 - 검색 결과 없음","매장 대표","매장","1200×900","뷰티샵_스파_토끼.webp"
"SE-02","매장 목록 - 검색 결과 없음","매장 대표","매장","1200×900","뷰티샵_상담_알파카.webp"
"SE-02","매장 목록 - 검색 결과 없음","매장 대표","매장","1200×900","뷰티샵_기기_쥐.webp"
"SE-02","매장 목록 - 검색 결과 없음","매장 대표","매장","1200×900","뷰티샵_샴푸_사모예드.webp"
"SE-03","매장 지도","매장 대표","매장","1200×900","뷰티샵_커트_알파카.webp"
"SE-04","매장 상세","매장 대표","매장","1200×1200","뷰티샵_상담_시바.webp"
"SE-04","매장 상세","시술","시술","800×800","뷰티샵_염색_여우.webp"
"SE-04","매장 상세","시술","시술","800×800","뷰티샵_네일_물범.webp"
"SE-04","매장 상세","시술","시술","800×800","뷰티샵_네일_양.webp"
"SE-04","매장 상세","시술","시술","800×800","뷰티샵_네일_카피바라.webp"
"SE-04","매장 상세","시술 대표","시술","1200×900","뷰티샵_상담_색상.webp"
"SE-04","매장 상세","시술 대표","시술","1200×900","뷰티샵_상담_수달.webp"
"SE-04","매장 상세","시술 대표","시술","1200×900","뷰티샵_샴푸받기_골든.webp"
"SE-04","매장 상세","시술 대표","시술","1200×900","뷰티 - 1.webp"
"SE-04","매장 상세","시술 대표","시술","1200×900","뷰티 - 2.webp"
"SE-04","매장 상세","시술 대표","시술","1200×900","뷰티 - 4.webp"
"SE-04","매장 상세","시술 대표","시술","1200×900","뷰티 - 5.webp"
"SE-04","매장 상세","시술 대표","시술","1200×900","뷰티 - 10.webp"
"SE-04","매장 상세","시술 대표","시술","1200×900","뷰티 - 6.webp"
"SE-04","매장 상세","시술 대표","시술","1200×900","뷰티 - 7.webp"
"SE-04","매장 상세","시술 대표","시술","1200×900","뷰티 - 8.webp"
"SE-04","매장 상세","시술 대표","시술","1200×900","뷰티 - 14.webp"
"SE-04","매장 상세","시술 대표","시술","1200×900","인물 - 1.webp"
"SE-04","매장 상세","프로필","인물","400×400","인물 - 12.webp"
"SE-04","매장 상세","프로필","인물","400×400","인물 - 13.webp"
"SE-04","매장 상세","프로필","인물","400×400","인물 - 14.webp"
"SE-04","매장 상세","프로필","인물","400×400","인물 - 15.webp"
"SE-04","매장 상세","리뷰 사진","후기","800×800","인물 - 2.webp"
"SE-04","매장 상세","리뷰 사진","후기","800×800","인물 - 4.webp"
"SE-04","매장 상세","리뷰 사진","후기","800×800","인물 - 5.webp"
"SE-04","매장 상세","리뷰 사진","후기","800×800","인물 - 6.webp"
"SE-04","매장 상세","리뷰 사진","후기","800×800","인물 - 7.webp"
"SE-04","매장 상세","리뷰 사진","후기","800×800","인물 - 8.webp"
"SE-04","매장 상세","리뷰 사진","후기","800×800","인물 - 9.webp"
"SE-04","매장 상세","리뷰 사진","후기","800×800","인물 - 16.webp"
"SE-04","매장 상세","리뷰 사진","후기","800×800","인물 - 17.webp"
"SE-04","매장 상세","리뷰 사진","후기","800×800","인물 - 18.webp"
"SE-05","시술 메뉴 상세","시술 대표","시술","1200×1200","뷰티샵_염색_여우.webp"
"SE-05","시술 메뉴 상세","시술","시술","800×800","뷰티샵_네일_물범.webp"
"SE-05","시술 메뉴 상세","시술","시술","800×800","뷰티샵_네일_양.webp"
"SE-05","시술 메뉴 상세","시술","시술","800×800","뷰티샵_네일_카피바라.webp"
"SE-05","시술 메뉴 상세","시술","시술","800×800","뷰티샵_커트_알파카.webp"
"SE-05","시술 메뉴 상세","시술 전","결과","800×800","뷰티 - 1.webp"
"SE-05","시술 메뉴 상세","시술 후","결과","800×800","뷰티 - 2.webp"
"SE-05","시술 메뉴 상세","리뷰 사진","후기","800×800","뷰티 - 6.webp"
"SE-05","시술 메뉴 상세","리뷰 사진","후기","800×800","뷰티 - 7.webp"
"SE-05","시술 메뉴 상세","리뷰 사진","후기","800×800","뷰티샵_샴푸받기_골든.webp"
"SE-05","시술 메뉴 상세","리뷰 사진","후기","800×800","뷰티샵_상담_시바.webp"
"SE-05","시술 메뉴 상세","리뷰 사진","후기","800×800","뷰티샵_상담_색상.webp"
"SE-06","디자이너 소개","프로필","인물","400×400","인물 - 16.webp"
"SE-06","디자이너 소개","시술 결과","결과","1000×1000","뷰티 - 4.webp"
"SE-06","디자이너 소개","시술 결과","결과","1000×1000","뷰티 - 5.webp"
"SE-06","디자이너 소개","시술 결과","결과","1000×1000","뷰티 - 10.webp"
"SE-06","디자이너 소개","시술 결과","결과","1000×1000","뷰티 - 1.webp"
"SE-06","디자이너 소개","시술 결과","결과","1000×1000","뷰티 - 2.webp"
"SE-06","디자이너 소개","시술 결과","결과","1000×1000","뷰티샵_샴푸받기_골든.webp"
"SE-06","디자이너 소개","시술 결과","결과","1000×1000","뷰티샵_상담_시바.webp"
"SE-06","디자이너 소개","시술 결과","결과","1000×1000","뷰티샵_네일_물범.webp"
"SE-06","디자이너 소개","시술 결과","결과","1000×1000","뷰티샵_네일_양.webp"
"SE-06","디자이너 소개","리뷰 사진","후기","800×800","뷰티 - 6.webp"
"SE-06","디자이너 소개","리뷰 사진","후기","800×800","뷰티 - 7.webp"
"SE-06","디자이너 소개","리뷰 사진","후기","800×800","뷰티샵_네일_카피바라.webp"
"SE-06","디자이너 소개","리뷰 사진","후기","800×800","뷰티샵_상담_색상.webp"
"SE-06","디자이너 소개","리뷰 사진","후기","800×800","뷰티샵_상담_수달.webp"
"SE-06","디자이너 소개","리뷰 사진","후기","800×800","뷰티샵_염색_여우.webp"
"SE-06","디자이너 소개","리뷰 사진","후기","800×800","뷰티 - 8.webp"
"ST-04","예약 상세 - 매장","프로필","인물","400×400","인물 - 17.webp"
"ST-05","예약 접수 대기","프로필","인물","400×400","인물 - 18.webp"
"ST-05","예약 접수 대기","프로필","인물","400×400","인물 - 19.webp"
"ST-05","예약 접수 대기","프로필","인물","400×400","인물 - 20.webp"
