"화면ID","화면명","어떤 자리","종류","권장 크기","지금 들어간 사진"
"RT-01","수령 확인","바닥","시술","800×600","장비- 9.webp"
"RT-01","수령 확인","보관가방","시술","800×600","장비- 1.webp"
"RT-01","수령 확인","수령 QR 코드","시술","400×400","장비- 10.webp"
"RT-02","이용 중","장비","시술","400×400","장비- 11.webp"
"RT-03","반납 안내","젖은 채 접힌 텐트","시술","800×500","장비- 12.webp"
"RT-03","반납 안내","털어서 가방에 넣은 텐트","시술","800×500","장비- 13.webp"
"RT-04","반납 접수","정면","시술","800×600","장비- 14.webp"
"RT-04","반납 접수","정면 지금","시술","800×600","장비- 15.webp"
"RT-04","반납 접수","옆면","시술","800×600","장비- 16.webp"
"RT-04","반납 접수","옆면 지금","시술","800×600","장비- 17.webp"
"RT-04","반납 접수","바닥","시술","800×600","장비- 18.webp"
"RT-04","반납 접수","바닥 지금","시술","800×600","장비- 19.webp"
"RT-04","반납 접수","보관가방","시술","800×600","장비- 2.webp"
"RT-04","반납 접수","보관가방 지금","시술","800×600","장비- 20.webp"
"RT-06","파손·분실 신고","가까이 찍은 사진","시술","800×600","장비- 21.webp"
"RT-06","파손·분실 신고","전체가 나온 사진","시술","800×600","장비- 22.webp"
"ST-01","점검 진행 중","정면","시술","800×600","장비- 23.webp"
"ST-01","점검 진행 중","옆면","시술","800×600","장비- 24.webp"
"ST-01","점검 진행 중","바닥","시술","800×600","장비- 25.webp"
"ST-01","점검 진행 중","보관가방","시술","800×600","장비- 4.webp"
"ST-02","정산 내역 - 연체·파손 청구","근거 사진","시술","800×600","장비- 5.webp"
"ST-02","정산 내역 - 연체·파손 청구","근거 사진","시술","800×600","장비- 6.webp"
"ST-02","정산 내역 - 연체·파손 청구","근거 사진","시술","800×600","장비- 7.webp"
