"화면ID","화면명","어떤 자리","종류","권장 크기","지금 들어간 사진"
"AT0302","하원 체크 > 인계 보호자 확인","구름 사진","시술","400×400","펫유치원 (6).webp"
"AT0302","하원 체크 > 인계 보호자 확인","바다 사진","시술","400×400","펫유치원 (7).webp"
"AT0302","하원 체크 > 인계 보호자 확인","태양 사진","시술","400×400","펫유치원 (8).webp"
"AT0302","하원 체크 > 인계 보호자 확인","산이 사진","시술","400×400","펫유치원 (9).webp"
"AT0302","하원 체크 > 인계 보호자 확인","두유 사진","시술","400×400","펫유치원.webp"
"AT0302","하원 체크 > 인계 보호자 확인","보리 사진","시술","400×400","펫유치원 (1).webp"
"AT0302","하원 체크 > 인계 보호자 확인","콩이 사진","시술","400×400","펫유치원 (10).webp"
"AT0302","하원 체크 > 인계 보호자 확인","별이 사진","시술","400×400","펫유치원 (11).webp"
"AT0302","하원 체크 > 인계 보호자 확인","만두 사진","시술","400×400","펫유치원 (12).webp"
"AT0302","하원 체크 > 인계 보호자 확인","나비 사진","시술","400×400","펫유치원 (13).webp"
"AT0302","하원 체크 > 인계 보호자 확인","해피 사진","시술","400×400","펫유치원 (14).webp"
"AT0302","하원 체크 > 인계 보호자 확인","루비 사진","시술","400×400","인물 - 1.webp"
"AT0302","하원 체크 > 인계 보호자 확인","까미 사진","시술","400×400","인물 - 12.webp"
"AT0302","하원 체크 > 인계 보호자 확인","단추 사진","시술","400×400","인물 - 13.webp"
"AT0302","하원 체크 > 인계 보호자 확인","구름 사진","시술","400×400","인물 - 14.webp"
"AT0302","하원 체크 > 인계 보호자 확인","바다 사진","시술","400×400","인물 - 15.webp"
"AT0302","하원 체크 > 인계 보호자 확인","태양 사진","시술","400×400","인물 - 16.webp"
"AT0302","하원 체크 > 인계 보호자 확인","산이 사진","시술","400×400","인물 - 17.webp"
"AT0302","하원 체크 > 인계 보호자 확인","두유 사진","시술","400×400","인물 - 18.webp"
"AT0303","하원 체크 > 재원 시간 자동 계산","보리 사진","시술","400×400","펫유치원 (15).webp"
"AT0303","하원 체크 > 재원 시간 자동 계산","콩이 사진","시술","400×400","펫유치원 (16).webp"
"AT0303","하원 체크 > 재원 시간 자동 계산","별이 사진","시술","400×400","펫유치원 (17).webp"
"AT0303","하원 체크 > 재원 시간 자동 계산","만두 사진","시술","400×400","펫유치원 (18).webp"
"AT0303","하원 체크 > 재원 시간 자동 계산","나비 사진","시술","400×400","펫유치원 (19).webp"
"AT0303","하원 체크 > 재원 시간 자동 계산","해피 사진","시술","400×400","펫유치원 (2).webp"
"AT0303","하원 체크 > 재원 시간 자동 계산","루비 사진","시술","400×400","펫유치원 (3).webp"
"AT0303","하원 체크 > 재원 시간 자동 계산","까미 사진","시술","400×400","펫유치원 (4).webp"
"AT0303","하원 체크 > 재원 시간 자동 계산","단추 사진","시술","400×400","펫유치원 (5).webp"
"AT0303","하원 체크 > 재원 시간 자동 계산","구름 사진","시술","400×400","펫유치원 (6).webp"
"AT0303","하원 체크 > 재원 시간 자동 계산","바다 사진","시술","400×400","펫유치원 (7).webp"
"AT0303","하원 체크 > 재원 시간 자동 계산","태양 사진","시술","400×400","펫유치원 (8).webp"
"AT0303","하원 체크 > 재원 시간 자동 계산","산이 사진","시술","400×400","펫유치원 (9).webp"
"AT0303","하원 체크 > 재원 시간 자동 계산","두유 사진","시술","400×400","펫유치원.webp"
"AT0303","하원 체크 > 재원 시간 자동 계산","보리 사진","시술","400×400","펫유치원 (1).webp"
"AT0303","하원 체크 > 재원 시간 자동 계산","콩이 사진","시술","400×400","펫유치원 (10).webp"
"AT0303","하원 체크 > 재원 시간 자동 계산","별이 사진","시술","400×400","펫유치원 (11).webp"
"AT0304","하원 체크 > 하원 후 알림장 연동","모카 사진","시술","400×400","펫유치원 (12).webp"
"AT0304","하원 체크 > 하원 후 알림장 연동","뭉이 사진","시술","400×400","펫유치원 (13).webp"
"AT0304","하원 체크 > 하원 후 알림장 연동","보리 사진","시술","400×400","펫유치원 (14).webp"
"AT0304","하원 체크 > 하원 후 알림장 연동","콩이 사진","시술","400×400","펫유치원 (15).webp"
"AT0304","하원 체크 > 하원 후 알림장 연동","별이 사진","시술","400×400","펫유치원 (16).webp"
"AT0401","반 편성 보드","보리 사진","시술","400×400","펫유치원 (17).webp"
"AT0401","반 편성 보드","콩이 사진","시술","400×400","펫유치원 (18).webp"
"AT0401","반 편성 보드","별이 사진","시술","400×400","펫유치원 (19).webp"
"AT0401","반 편성 보드","만두 사진","시술","400×400","펫유치원 (2).webp"
"AT0401","반 편성 보드","나비 사진","시술","400×400","펫유치원 (3).webp"
"AT0401","반 편성 보드","해피 사진","시술","400×400","펫유치원 (4).webp"
"AT0401","반 편성 보드","루비 사진","시술","400×400","펫유치원 (5).webp"
"AT0401","반 편성 보드","까미 사진","시술","400×400","펫유치원 (6).webp"
"AT0401","반 편성 보드","단추 사진","시술","400×400","펫유치원 (7).webp"
"AT0401","반 편성 보드","두유 사진","시술","400×400","펫유치원 (8).webp"
"AT0401","반 편성 보드","구름 사진","시술","400×400","펫유치원 (9).webp"
"AT0401","반 편성 보드","바다 사진","시술","400×400","펫유치원.webp"
"AT0401","반 편성 보드","태양 사진","시술","400×400","펫유치원 (1).webp"
"AT0401","반 편성 보드","산이 사진","시술","400×400","펫유치원 (10).webp"
"AT0402","반 편성 보드 > 카드 드래그 재배정","보리 사진","시술","400×400","펫유치원 (11).webp"
"AT0402","반 편성 보드 > 카드 드래그 재배정","콩이 사진","시술","400×400","펫유치원 (12).webp"
"AT0402","반 편성 보드 > 카드 드래그 재배정","별이 사진","시술","400×400","펫유치원 (13).webp"
"AT0402","반 편성 보드 > 카드 드래그 재배정","만두 사진","시술","400×400","펫유치원 (14).webp"
"AT0402","반 편성 보드 > 카드 드래그 재배정","나비 사진","시술","400×400","펫유치원 (15).webp"
"AT0402","반 편성 보드 > 카드 드래그 재배정","해피 사진","시술","400×400","펫유치원 (16).webp"
"AT0402","반 편성 보드 > 카드 드래그 재배정","루비 사진","시술","400×400","펫유치원 (17).webp"
"AT0402","반 편성 보드 > 카드 드래그 재배정","까미 사진","시술","400×400","펫유치원 (18).webp"
"AT0402","반 편성 보드 > 카드 드래그 재배정","단추 사진","시술","400×400","펫유치원 (19).webp"
"AT0402","반 편성 보드 > 카드 드래그 재배정","두유 사진","시술","400×400","펫유치원 (2).webp"
"AT0402","반 편성 보드 > 카드 드래그 재배정","구름 사진","시술","400×400","펫유치원 (3).webp"
"AT0402","반 편성 보드 > 카드 드래그 재배정","바다 사진","시술","400×400","펫유치원 (4).webp"
"AT0402","반 편성 보드 > 카드 드래그 재배정","태양 사진","시술","400×400","펫유치원 (5).webp"
"AT0402","반 편성 보드 > 카드 드래그 재배정","산이 사진","시술","400×400","펫유치원 (6).webp"
"AT0403","반 편성 보드 > 정원 초과 차단","보리 사진","시술","400×400","펫유치원 (7).webp"
"AT0403","반 편성 보드 > 정원 초과 차단","콩이 사진","시술","400×400","펫유치원 (8).webp"
"AT0403","반 편성 보드 > 정원 초과 차단","별이 사진","시술","400×400","펫유치원 (9).webp"
"AT0403","반 편성 보드 > 정원 초과 차단","만두 사진","시술","400×400","펫유치원.webp"
"AT0403","반 편성 보드 > 정원 초과 차단","나비 사진","시술","400×400","펫유치원 (1).webp"
"AT0403","반 편성 보드 > 정원 초과 차단","해피 사진","시술","400×400","펫유치원 (10).webp"
"AT0403","반 편성 보드 > 정원 초과 차단","루비 사진","시술","400×400","펫유치원 (11).webp"
"AT0403","반 편성 보드 > 정원 초과 차단","까미 사진","시술","400×400","펫유치원 (12).webp"
"AT0403","반 편성 보드 > 정원 초과 차단","단추 사진","시술","400×400","펫유치원 (13).webp"
"AT0403","반 편성 보드 > 정원 초과 차단","두유 사진","시술","400×400","펫유치원 (14).webp"
"AT0403","반 편성 보드 > 정원 초과 차단","구름 사진","시술","400×400","펫유치원 (15).webp"
"AT0403","반 편성 보드 > 정원 초과 차단","바다 사진","시술","400×400","펫유치원 (16).webp"
"AT0403","반 편성 보드 > 정원 초과 차단","태양 사진","시술","400×400","펫유치원 (17).webp"
"AT0403","반 편성 보드 > 정원 초과 차단","산이 사진","시술","400×400","펫유치원 (18).webp"
"AT0404","반 편성 보드 > 재배정 사유 입력","보리 사진","시술","400×400","펫유치원 (19).webp"
"AT0404","반 편성 보드 > 재배정 사유 입력","콩이 사진","시술","400×400","펫유치원 (2).webp"
"AT0404","반 편성 보드 > 재배정 사유 입력","별이 사진","시술","400×400","펫유치원 (3).webp"
"AT0404","반 편성 보드 > 재배정 사유 입력","만두 사진","시술","400×400","펫유치원 (4).webp"
"AT0404","반 편성 보드 > 재배정 사유 입력","나비 사진","시술","400×400","펫유치원 (5).webp"
"AT0404","반 편성 보드 > 재배정 사유 입력","해피 사진","시술","400×400","펫유치원 (6).webp"
"AT0404","반 편성 보드 > 재배정 사유 입력","루비 사진","시술","400×400","펫유치원 (7).webp"
"AT0404","반 편성 보드 > 재배정 사유 입력","까미 사진","시술","400×400","펫유치원 (8).webp"
"AT0404","반 편성 보드 > 재배정 사유 입력","단추 사진","시술","400×400","펫유치원 (9).webp"
"AT0404","반 편성 보드 > 재배정 사유 입력","두유 사진","시술","400×400","펫유치원.webp"
"AT0404","반 편성 보드 > 재배정 사유 입력","구름 사진","시술","400×400","펫유치원 (1).webp"
"AT0404","반 편성 보드 > 재배정 사유 입력","바다 사진","시술","400×400","펫유치원 (10).webp"
"AT0404","반 편성 보드 > 재배정 사유 입력","태양 사진","시술","400×400","펫유치원 (11).webp"
"AT0404","반 편성 보드 > 재배정 사유 입력","산이 사진","시술","400×400","펫유치원 (12).webp"
"AT0405","반 편성 보드 > 몸무게 차이 경고","보리 사진","시술","400×400","펫유치원 (13).webp"
"AT0405","반 편성 보드 > 몸무게 차이 경고","콩이 사진","시술","400×400","펫유치원 (14).webp"
"AT0405","반 편성 보드 > 몸무게 차이 경고","별이 사진","시술","400×400","펫유치원 (15).webp"
"AT0405","반 편성 보드 > 몸무게 차이 경고","만두 사진","시술","400×400","펫유치원 (16).webp"
"AT0405","반 편성 보드 > 몸무게 차이 경고","나비 사진","시술","400×400","펫유치원 (17).webp"
"AT0405","반 편성 보드 > 몸무게 차이 경고","해피 사진","시술","400×400","펫유치원 (18).webp"
"AT0405","반 편성 보드 > 몸무게 차이 경고","루비 사진","시술","400×400","펫유치원 (19).webp"
"AT0405","반 편성 보드 > 몸무게 차이 경고","까미 사진","시술","400×400","펫유치원 (2).webp"
"AT0405","반 편성 보드 > 몸무게 차이 경고","단추 사진","시술","400×400","펫유치원 (3).webp"
"AT0405","반 편성 보드 > 몸무게 차이 경고","두유 사진","시술","400×400","펫유치원 (4).webp"
"AT0405","반 편성 보드 > 몸무게 차이 경고","구름 사진","시술","400×400","펫유치원 (5).webp"
"AT0405","반 편성 보드 > 몸무게 차이 경고","바다 사진","시술","400×400","펫유치원 (6).webp"
"AT0405","반 편성 보드 > 몸무게 차이 경고","태양 사진","시술","400×400","펫유치원 (7).webp"
"AT0405","반 편성 보드 > 몸무게 차이 경고","산이 사진","시술","400×400","펫유치원 (8).webp"
"AT0406","반 편성 보드 > 저장 후 보호자 알림","보리 사진","시술","400×400","펫유치원 (9).webp"
"AT0406","반 편성 보드 > 저장 후 보호자 알림","콩이 사진","시술","400×400","펫유치원.webp"
"AT0406","반 편성 보드 > 저장 후 보호자 알림","별이 사진","시술","400×400","펫유치원 (1).webp"
"AT0406","반 편성 보드 > 저장 후 보호자 알림","만두 사진","시술","400×400","펫유치원 (10).webp"
"AT0406","반 편성 보드 > 저장 후 보호자 알림","나비 사진","시술","400×400","펫유치원 (11).webp"
"AT0406","반 편성 보드 > 저장 후 보호자 알림","해피 사진","시술","400×400","펫유치원 (12).webp"
"AT0406","반 편성 보드 > 저장 후 보호자 알림","루비 사진","시술","400×400","펫유치원 (13).webp"
"AT0406","반 편성 보드 > 저장 후 보호자 알림","까미 사진","시술","400×400","펫유치원 (14).webp"
"AT0406","반 편성 보드 > 저장 후 보호자 알림","단추 사진","시술","400×400","펫유치원 (15).webp"
"AT0406","반 편성 보드 > 저장 후 보호자 알림","두유 사진","시술","400×400","펫유치원 (16).webp"
"AT0406","반 편성 보드 > 저장 후 보호자 알림","구름 사진","시술","400×400","펫유치원 (17).webp"
"AT0406","반 편성 보드 > 저장 후 보호자 알림","바다 사진","시술","400×400","펫유치원 (18).webp"
"AT0406","반 편성 보드 > 저장 후 보호자 알림","태양 사진","시술","400×400","펫유치원 (19).webp"
"AT0406","반 편성 보드 > 저장 후 보호자 알림","산이 사진","시술","400×400","펫유치원 (2).webp"
"AT0503","결석·지각 처리 > 노쇼 처리","두부 사진","시술","400×400","펫유치원 (3).webp"
"AT0503","결석·지각 처리 > 노쇼 처리","하루 사진","시술","400×400","펫유치원 (4).webp"
"AT0504","결석·지각 처리 > 지각 예상 시간","몽이 사진","시술","400×400","펫유치원 (5).webp"
"CS0201","1:1 문의","초코 사진","시술","400×400","펫유치원 (6).webp"
"CS0202","1:1 문의 > 반려견 자동 연결","초코 사진","시술","400×400","펫유치원 (7).webp"
"CS0202","1:1 문의 > 반려견 자동 연결","보리 사진","시술","400×400","펫유치원 (8).webp"
"CS0204","1:1 문의 > 답변 완료 상세","초코 사진","시술","400×400","펫유치원 (9).webp"
"CS0301","공지사항 상세","공지 안내 이미지","시술","1200×675","펫유치원.webp"
"HL0101","백신 만료 대시보드","루키 사진","시술","400×400","펫유치원 (1).webp"
"HL0101","백신 만료 대시보드","단추 사진","시술","400×400","펫유치원 (10).webp"
"HL0101","백신 만료 대시보드","보리 사진","시술","400×400","펫유치원 (11).webp"
"HL0101","백신 만료 대시보드","만두 사진","시술","400×400","펫유치원 (12).webp"
"HL0101","백신 만료 대시보드","코코 사진","시술","400×400","펫유치원 (13).webp"
"HL0101","백신 만료 대시보드","하루 사진","시술","400×400","펫유치원 (14).webp"
"HL0101","백신 만료 대시보드","루비 사진","시술","400×400","펫유치원 (15).webp"
"HL0101","백신 만료 대시보드","태양 사진","시술","400×400","펫유치원 (16).webp"
"HL0101","백신 만료 대시보드","모카 사진","시술","400×400","펫유치원 (17).webp"
"HL0101","백신 만료 대시보드","나비 사진","시술","400×400","펫유치원 (18).webp"
"HL0101","백신 만료 대시보드","뭉치 사진","시술","400×400","펫유치원 (19).webp"
"HL0101","백신 만료 대시보드","두부 사진","시술","400×400","펫유치원 (2).webp"
"HL0101","백신 만료 대시보드","바다 사진","시술","400×400","펫유치원 (3).webp"
"HL0101","백신 만료 대시보드","방울 사진","시술","400×400","펫유치원 (4).webp"
"HL0101","백신 만료 대시보드","콩이 사진","시술","400×400","펫유치원 (5).webp"
"HL0101","백신 만료 대시보드","두유 사진","시술","400×400","펫유치원 (6).webp"
"HL0101","백신 만료 대시보드","초코 사진","시술","400×400","펫유치원 (7).webp"
"HL0101","백신 만료 대시보드","까미 사진","시술","400×400","펫유치원 (8).webp"
"HL0101","백신 만료 대시보드","몽이 사진","시술","400×400","펫유치원 (9).webp"
"HL0101","백신 만료 대시보드","뭉이 사진","시술","400×400","펫유치원.webp"
"HL0101","백신 만료 대시보드","구름 사진","시술","400×400","인물 - 1.webp"
"HL0101","백신 만료 대시보드","별이 사진","시술","400×400","인물 - 12.webp"
"HL0101","백신 만료 대시보드","산이 사진","시술","400×400","인물 - 13.webp"
"HL0101","백신 만료 대시보드","해피 사진","시술","400×400","인물 - 14.webp"
"HL0102","백신 만료 대시보드 > 만료 임박순 정렬","루키 사진","시술","400×400","펫유치원 (1).webp"
"HL0102","백신 만료 대시보드 > 만료 임박순 정렬","단추 사진","시술","400×400","펫유치원 (10).webp"
"HL0102","백신 만료 대시보드 > 만료 임박순 정렬","보리 사진","시술","400×400","펫유치원 (11).webp"
"HL0102","백신 만료 대시보드 > 만료 임박순 정렬","만두 사진","시술","400×400","펫유치원 (12).webp"
"HL0102","백신 만료 대시보드 > 만료 임박순 정렬","코코 사진","시술","400×400","펫유치원 (13).webp"
"HL0102","백신 만료 대시보드 > 만료 임박순 정렬","하루 사진","시술","400×400","펫유치원 (14).webp"
"HL0102","백신 만료 대시보드 > 만료 임박순 정렬","루비 사진","시술","400×400","펫유치원 (15).webp"
"HL0102","백신 만료 대시보드 > 만료 임박순 정렬","태양 사진","시술","400×400","펫유치원 (16).webp"
"HL0102","백신 만료 대시보드 > 만료 임박순 정렬","모카 사진","시술","400×400","펫유치원 (17).webp"
"HL0102","백신 만료 대시보드 > 만료 임박순 정렬","나비 사진","시술","400×400","펫유치원 (18).webp"
"HL0102","백신 만료 대시보드 > 만료 임박순 정렬","뭉치 사진","시술","400×400","펫유치원 (19).webp"
"HL0102","백신 만료 대시보드 > 만료 임박순 정렬","두부 사진","시술","400×400","펫유치원 (2).webp"
"HL0102","백신 만료 대시보드 > 만료 임박순 정렬","바다 사진","시술","400×400","펫유치원 (3).webp"
"HL0102","백신 만료 대시보드 > 만료 임박순 정렬","방울 사진","시술","400×400","펫유치원 (4).webp"
"HL0102","백신 만료 대시보드 > 만료 임박순 정렬","콩이 사진","시술","400×400","펫유치원 (5).webp"
"HL0102","백신 만료 대시보드 > 만료 임박순 정렬","두유 사진","시술","400×400","펫유치원 (6).webp"
"HL0102","백신 만료 대시보드 > 만료 임박순 정렬","초코 사진","시술","400×400","펫유치원 (7).webp"
"HL0102","백신 만료 대시보드 > 만료 임박순 정렬","까미 사진","시술","400×400","펫유치원 (8).webp"
"HL0102","백신 만료 대시보드 > 만료 임박순 정렬","몽이 사진","시술","400×400","펫유치원 (9).webp"
"HL0102","백신 만료 대시보드 > 만료 임박순 정렬","뭉이 사진","시술","400×400","펫유치원.webp"
"HL0102","백신 만료 대시보드 > 만료 임박순 정렬","구름 사진","시술","400×400","인물 - 1.webp"
"HL0102","백신 만료 대시보드 > 만료 임박순 정렬","별이 사진","시술","400×400","인물 - 12.webp"
"HL0102","백신 만료 대시보드 > 만료 임박순 정렬","산이 사진","시술","400×400","인물 - 13.webp"
"HL0102","백신 만료 대시보드 > 만료 임박순 정렬","해피 사진","시술","400×400","인물 - 14.webp"
