"화면ID","화면명","어떤 자리","종류","권장 크기","지금 들어간 사진"
"SE-04","고수 포트폴리오","시술","시술","1200×900","매칭_요리_카피바라.webp"
"SE-04","고수 포트폴리오","시술","시술","1200×900","매칭_운동_호랑이.webp"
"SE-04","고수 포트폴리오","시술","시술","1200×900","매칭_꽃집_사슴.webp"
"SE-04","고수 포트폴리오","시술","시술","1200×900","매칭_네일_토끼.webp"
"SE-04","고수 포트폴리오","시술","시술","1200×900","매칭_미용_알파카.webp"
"SE-04","고수 포트폴리오","시술","시술","1200×900","매칭_강의_부엉이.webp"
"SE-04","고수 포트폴리오","시술","시술","1200×900","매칭_여행가이드_미어캣.webp"
"SE-04","고수 포트폴리오","시술","시술","1200×900","매칭_펫케어_골든.webp"
"SE-04","고수 포트폴리오","시술","시술","1200×900","인물 - 1.webp"
"SE-04","고수 포트폴리오","작업 사진","시술","1200×900","인물 - 2.webp"
"SE-05","찜한 고수","프로필","인물","400×400","인물 - 7.webp"
"SE-05","찜한 고수","고수 프로필","인물","400×400","매칭_이사_곰사슴.webp"
"SE-05","찜한 고수","고수 프로필","인물","400×400","매칭_청소_라쿤.webp"
"SE-05","찜한 고수","고수 프로필","인물","400×400","매칭_인테리어_비버.webp"
"SE-05","찜한 고수","고수 프로필","인물","400×400","매칭_촬영_페넥.webp"
"SE-05","찜한 고수","고수 프로필","인물","400×400","매칭_과외_코끼리.webp"
"SE-05","찜한 고수","고수 프로필","인물","400×400","매칭_촬영_페넥.webp"
"SE-05","찜한 고수","고수 프로필","인물","400×400","매칭_가전수리_수달.webp"
"SE-05","찜한 고수","고수 프로필","인물","400×400","매칭_청소_라쿤.webp"
