날짜,루틴,팩,항목,무엇,근거파일,고침여부
2026-08-25,pack-qa-spec-b,장비렌탈_디럭스,G1,"판단대기 「2026-08-19_장비렌탈_갈래칩」이 제대로 고쳐졌는지 확인했다. HO-02(4→1)·HO-03(8→1)에서 칩이 실제로 목록을 줄이고, 침낭 칩이 빠졌으며, 카메라가 「촬영 장비」로 넓어졌다. 판단대기 목록에서 지웠다",검수/판단대기.json,해당없음
2026-08-25,pack-qa-spec-b,장비렌탈_디럭스,B9,팩을 고쳤으니 zip 을 다시 구워야 한다 — 대기 파일을 남겼다,packs/rental-deluxe.zip,마무리에넘김
2026-08-25,pack-qa-spec-b,장비렌탈_프리미엄,D6,HO0301·PD0101·PD0201·PD0501 의 인라인 repeat(3) 카드를 폰에서 한 줄로,판매용_템플릿/_판매팩/장비렌탈_프리미엄/완성화면/assets/css/base.css,고침
2026-08-25,pack-qa-spec-b,장비렌탈_프리미엄,H2,RT0404·BK0103 에서 「망가진 데가 있어요」 체크 덩어리 바로 밑 입력칸이 0px 로 맞붙었다(글끼리는 4px). HO0403 은 두 칸짜리 줄(.f2) 밑이 같은 꼴이었다. 셋 다 틈 20px 로,판매용_템플릿/_판매팩/장비렌탈_프리미엄/완성화면/assets/css/base.css,고침
2026-08-25,pack-qa-spec-b,장비렌탈_프리미엄,D7,HO0301·PD0101 장비 정렬 네 가지가 실제로 걸리게 고쳤다(디럭스와 같은 장치),판매용_템플릿/_판매팩/장비렌탈_프리미엄/완성화면/pages/HO0301.html,고침
2026-08-25,pack-qa-spec-b,장비렌탈_프리미엄,G1,"판단대기 「2026-08-19_장비렌탈_갈래칩」 프리미엄 쪽 확인. HO0201(4→1)·HO0301(8→1) 이 실제로 줄고, HO0202 는 적어 둔 대로 「침낭 5」 칩을 남겨 두되 누르면 0개가 되며 안내가 뜬다",판매용_템플릿/_판매팩/장비렌탈_프리미엄/완성화면/pages/HO0202.html,해당없음
2026-08-25,pack-qa-spec-b,장비렌탈_프리미엄,F6,"HO0503·CS0204 의 「장비- 3.webp」가 옆 사진(0.53)보다 훨씬 어둡다(0.18). 열어 보니 밤에 찍은 중장비 사진으로 사진 자체는 성하고, 두 쪽 다 「기획전 종료」·「첨부 용량 초과」 같은 상태 화면이며 손님이 바꿔 넣는 예시 자리다. 바꾸지 않고 적어만 둔다",판매용_템플릿/_판매팩/장비렌탈_프리미엄/완성화면/assets/예시/장비- 3.webp,해당없음
2026-08-25,pack-qa-spec-b,장비렌탈_프리미엄,B9,팩을 고쳤으니 zip 을 다시 구워야 한다 — 대기 파일을 남겼다,packs/rental-premium.zip,마무리에넘김
2026-08-25,pack-qa-spec-b,인테리어_디럭스,H2,CT-02 에서 「현금영수증 발급」 체크 줄 바로 밑에 «확인 요약» 카드가 0px 로 맞붙었다(.split-r 의 첫 칸이 빈 div 라 오른쪽 카드가 윗줄에 그대로 닿는다). 틈 20px,판매용_템플릿/_판매팩/인테리어_디럭스/완성화면/assets/css/base.css,고침
2026-08-25,pack-qa-spec-b,인테리어_디럭스,D7,"CS-01 에서 「30평대」 칩이 켜져 있고 왼쪽 패널의 30평대 네모도 체크돼 있는데 사례 8개가 그대로 다 보였다 — 18·24·26·28·42평이 「조건에 맞는 사례」에 섞여 있었고 셈도 「8개」였다. 카드마다 평대를 적어 실제로 거르게 했다(30평대 3개 · 전체 8개, 셈글도 같이 바뀐다)",판매용_템플릿/_판매팩/인테리어_디럭스/완성화면/pages/CS-01.html,고침
2026-08-25,pack-qa-spec-b,인테리어_디럭스,B9,팩을 고쳤으니 zip 을 다시 구워야 한다 — 대기 파일을 남겼다,packs/interior-deluxe.zip,마무리에넘김
2026-08-25,pack-qa-spec-b,인테리어_프리미엄,H1~H15,207장을 전수로 훑어 흠이 없었다. 검사기가 짚은 VS0301 한 건은 열어 보니 「내 캘린더에 담기」 단추 밑에 손으로 mt2 를 붙여 둔 풀이말이라 헛짚음이었다,판매용_템플릿/_판매팩/인테리어_프리미엄/완성화면,해당없음
2026-08-25,pack-qa-spec-b,인테리어_프리미엄,B9,내가 고친 것은 없는데 zip 이 팩보다 낡아 있다(지난 회차 수리가 zip 에 안 실린 것으로 보인다). 마무리가 함께 구워야 한다,packs/interior-premium.zip,마무리에넘김
2026-08-25,pack-qa-spec-b,공통(검사기),H2,"check-눈으로 가 「이 칸이 쓰는 28px 보다 훨씬 좁습니다」로 매칭 디럭스 아홉 건을 짚었는데, 열어 보니 «전부» 헛짚음이었다 — 만든 사람이 mb2·mt3 같은 여백 클래스를 손으로 붙여 둔 자리다(진행 막대와 제 풀이말, 이름표와 제 입력칸, 제목과 제 단추들). 팩이 스스로 --sp-title:12px 을 두고 「제목 밑은 12px」이라 정해 두었는데 그것을 섹션 리듬 28px 과 견주고 있었다. 여백 클래스가 붙어 있으면 넘기게 고쳤다(없이 좁은 자리는 그대로 잡는다)",check-눈으로.mts:467,고침
2026-08-25,pack-qa-spec-b,공통(검사기),G6,"check-눈으로 가 매칭 PR-03 의 336px 카드를 「좁은 기둥에 갇혔다」고 했는데, 열어 보니 .split-r 의 오른쪽 곁칸(.sticky) 이었다 — 곁칸은 좁은 것이 제 모습이다. .side·.sticky·.rail 과 split 의 곁칸을 견줌에서 빼게 고쳤다",check-눈으로.mts:274,고침
2026-08-25,pack-qa-spec-b,공통(검사기),H1,"check-눈으로 가 매칭 프리미엄의 로그인·회원가입 아홉 장을 「이 화면만 폭이 다르다」고 했다. 로그인 화면은 사이드바가 없어 본문이 넓은 것이 맞다. 넘기는 장치가 이미 있었는데 main 의 클래스만 보고 있어서, 매칭처럼 main «안쪽» div 에 solo 를 적어 둔 팩을 못 걸러냈다. 화면에 solo·auth 상자가 있고 머리띠가 없으면 넘기게 고쳤다",check-눈으로.mts:776,고침
2026-08-25,pack-qa-spec-b,공통(검사기),-,"--다 로 흠을 다 뿌리고도 「… 그 밖 1건」을 덧붙여, 숨은 흠이 있는 줄 알고 찾아다녔다. 다 뿌렸을 때는 안 붙게 고쳤다",check-눈으로.mts:1245,고침
2026-08-25,pack-qa-spec-b,공통(검사기),-,check-눈으로 를 한 셸에서 세 팩 잇달아 돌렸더니 장비렌탈_디럭스 37장이 통째로 「못 잰 장」으로 나왔다. 하나씩 떼어 돌리니 37장 다 재고 깨끗했다. 팩 사이에 틈을 두고 돌리면 된다 — 검사기를 고치지는 않았고 겪은 것만 적어 둔다,check-눈으로.mts,해당없음
2026-08-25,pack-qa-spec-b,공통(문서),-,검수항목.md 의 «기계가 보는 검수»가 27개(A5·B11·C3·F8)에서 29개로 늘었다 — 외톨이 화면(B12)과 빈 링크(B13)가 붙었다. 그런데 검수공통.md 0-2절 표와 이번 분배표는 아직 27 이라고 적혀 있다. 셋(spec-a·spec-b·userpack)이 함께 보는 글이라 내가 고치면 부딪힌다,판매용_템플릿/검수공통.md,마무리에넘김
2026-08-25,pack-qa-spec-b,공통(판매팩),B6,"스펙팩에 두 갈래 검수 지시문이 다 실렸는지 숫자로 셌다 — 「검수는 «두 갈래»입니다」 28/28, 「기계가 보는 검수 — 파일만 보고 재기」 28/28. 7장 소제목도 7-0 부터 7-11 까지 7-9·7-9-2 를 포함해 다 있다. 다시 구울 것이 없다",판매용_템플릿/_판매팩/*/07_AI빌드_스펙팩.md,해당없음
2026-08-25,pack-qa-spec-b,"인테리어_스탠다드, 인테리어_플러스, 인테리어_디럭스, 인테리어_프리미엄",-,판단대기 「2026-08-19_인테리어_git」 확인. 인테리어 네 팩이 git 에 올라와 있다(21·21·87·256개)로 다른 여섯 업종과 같아졌다. 판단대기 목록에서 지웠다,검수/판단대기.json,해당없음
2026-08-25,pack-qa-spec-b,매칭_프리미엄,G1,"판단대기 「2026-08-19_최근검색어_안지워짐」의 매칭 몫 확인. HO0102 에서 ✕ 하나를 누르면 3→2 로 줄고, 「전체 지우기」를 누르면 0 이 되면서 「최근 검색」 덩어리가 제목째 사라진다. LMS·여행은 spec-a 몫이라 그 칸은 남겨 두고 메모만 붙였다",검수/판단대기.json,해당없음
2026-08-25,pack-qa-spec-b,공통(판매팩),B5,반려동물케어가 판매 목록에 네 등급 다 떠 있는데 packs/ 에는 zip 이 한 개도 없다(28개는 7업종×4 뿐). 디럭스는 「이미 만들어 둔 화면 41개」라고 광고까지 한다. 결제 뒤 내려받기를 누르면 500 이 뜬다. lib/ 은 손대지 않는 자리라 판단대기에 올렸다,검수/판단대기.json,해당없음
2026-08-25,pack-qa-spec-b,"매칭_디럭스, 매칭_프리미엄, 장비렌탈_디럭스, 장비렌탈_프리미엄, 인테리어_디럭스, 인테리어_프리미엄",D7,"check-반응 이 「고른 값만 바뀌고 옆이 그대로인 select」를 짚은 것 가운데, 목록을 거르거나 차례를 바꿔야 하는 것은 고쳤다(매칭 QT-01·QT0101 / 장비렌탈 HO-03·PD-01·HO0301·PD0101 / 인테리어 CS-01). 남은 것들은 카드사·은행·할부·시간대·문의유형처럼 «값만 담는 입력칸»이라 옆을 안 움직이는 것이 맞다. 다만 매칭 LD-01 의 다섯 고르개(분야·지역·예산·거리·정렬)와 기간 고르개(JB-01·JB-03·MY-01), 장비렌탈 MY-01 은 거르는 뜻인데 아직 안 걸려 있다 — 이 팩 app.js 에 거르는 장치가 없어 한 회차에 다 넣기에는 크다",판매용_템플릿/_판매팩/매칭_디럭스/완성화면/pages/LD-01.html,마무리에넘김
