날짜,루틴,팩,항목,무엇,근거파일,고침여부
2026-09-01,pack-qa-new,반려동물케어_디럭스·반려동물케어_프리미엄,④ 판단대기 2026-08-25_petcare_zip없이판매,"「zip 없이 팔린다」는 이제 사실이 아니다. packs/ 에 네 zip 이 다 있고 check-zip 은 못 넘긴 것 0건이다(문서 16·16·12·12 · 프리셋 11 · 완성화면 41·172장). 다만 check-zip날짜 로 재니 디럭스·프리미엄의 zip 이 팩보다 옛것이다 — 오늘 내가 고친 것이 아직 zip 에 없다. ⚠ 이것은 우리 넷만의 일이 아니다. 32벌 가운데 23벌이 같은 상태다(내 몫이 아닌 팩 포함). 굽는 것은 마무리 회차 몫이라 대기 파일 둘을 남기고 넘긴다","packs/petcare-{standard,plus,deluxe,premium}.zip · 검수/대기/반려동물케어_디럭스.json · 검수/대기/반려동물케어_프리미엄.json",마무리에넘김(디럭스·프리미엄 zip 다시 구울 것)
2026-09-01,pack-qa-new,반려동물케어_디럭스,④ 지시서 3-f — 고친 것이 다시 굽는 순간 사라지는 자리,"⛔ 오늘 이 팩에서 고친 화면은 전부 build/*.mjs 가 굽는 것이었다. pages/*.html 만 고쳤으면 다음에 굽는 순간 통째로 사라졌을 자리다. 생성기까지 함께 고친 뒤, 팩을 아스키 자리에 통째로 복사해 build/generate.mjs 를 돌려 «다시 구운 것»과 «팩»을 한 장씩 견줬다 — 41장 가운데 사진 넣기(img data-예시) 말고 다른 까닭으로 어긋난 쪽 0장. 다시 구운 화면에서 아직 안 온 아이 5 · 로그인 오류 문구 0" + (g==="프리미엄" ? " · 요금표 주 1~5회 다섯 줄" : "") + " 을 확인했다. app.js 는 굽는 것이 아니라 손으로 쓴 원본이라 그대로 고쳤다","판매용_템플릿/_판매팩/반려동물케어_디럭스/완성화면/build/pages-at.mjs · 완성화면/build/pages-mg.mjs · 판매팩_자동화_지시서.md 3-f",고침
2026-09-01,pack-qa-new,반려동물케어_프리미엄,④ 지시서 3-f — 고친 것이 다시 굽는 순간 사라지는 자리,"⛔ 오늘 이 팩에서 고친 화면은 전부 build/*.mjs 가 굽는 것이었다. pages/*.html 만 고쳤으면 다음에 굽는 순간 통째로 사라졌을 자리다. 생성기까지 함께 고친 뒤, 팩을 아스키 자리에 통째로 복사해 build/generate.mjs 를 돌려 «다시 구운 것»과 «팩»을 한 장씩 견줬다 — 172장 가운데 사진 넣기(img data-예시) 말고 다른 까닭으로 어긋난 쪽 0장. 다시 구운 화면에서 아직 안 온 아이 5 · 로그인 오류 문구 0" + (g==="프리미엄" ? " · 요금표 주 1~5회 다섯 줄" : "") + " 을 확인했다. app.js 는 굽는 것이 아니라 손으로 쓴 원본이라 그대로 고쳤다","판매용_템플릿/_판매팩/반려동물케어_프리미엄/완성화면/build/pages-at.mjs · 완성화면/build/pages-mg.mjs · 판매팩_자동화_지시서.md 3-f",고침
2026-09-01,pack-qa-new,반려동물케어_디럭스·반려동물케어_프리미엄,전수재검 1-1·1-2 기계가 먼저,"팩검사 41쪽·172쪽 걸리는 곳 0 · check-presets 통과 · check-design 통과 · check-pack 통과 · check-사진 칸 벗어남 0·가로넘침 0 · check-레이아웃 14장씩 겹침·넘침·틈·글자·가로스크롤 0 · check-사진채움 자리 157/473 에 사진 156/472 · check-겉표지 참말 · check-zip 못 넘긴 것 0건. 레이아웃검사는 «모든 쪽»을 폭 1536·390·360 세 번씩 그렸다 — 213쪽 × 3 = 639쪽, 걸린 쪽 0. check-눈으로 는 --전부 로 H1~H15 를 213장 모두 깨끗. 고친 뒤 전부 다시 돌려 같은 결과를 얻었다",_작업/팩검사.mjs · _작업/레이아웃검사.mjs · check-눈으로.mts · check-레이아웃.mts · check-사진.mts · check-사진채움.mts · check-겉표지.mts · check-zip.mts,해당없음
2026-09-01,pack-qa-new,반려동물케어_디럭스·반려동물케어_프리미엄,②③ 눌러 보기 — 거르는 단추·쪽 번호·빈 상태,"check-반응 으로 213장에서 1,233개를 눌렀고 죽은 것 0개. 그 위에 거르는 목록 36개(디럭스 8 · 프리미엄 28)를 칩마다 눌러 «보이는 줄 수»를 세어 적힌 수와 견줬다 — 어긋남 0. 쪽 나눔이 있는 목록(HL-01 24줄·쪽10, HO-05 8줄·쪽5, NW-04 10줄·쪽6, MY0104 10줄·쪽5)은 「적힌 수 = 걸러진 전부 · 보임 = 한 쪽」이 맞았다. ⭐ NW-04 에서 2쪽으로 간 뒤 기간을 바꾸니 1쪽으로 돌아왔고, 0건이 되자 쪽 단추가 사라지고 빈 안내가 떴다 — 검수공통이 짚는 「걸렀는데 쪽 번호는 그대로」가 없다. 0건 칩(CS-01 반 편성 · HL-04 백신 만료·반 변경 · NW-04 2026년 7월 · MY-04 7·6월)마다 빈 안내가 떴고, 건이 있는데 빈 안내가 뜬 자리는 0. 두 칩이 같이 켜지는 자리 0","판매용_템플릿/_판매팩/반려동물케어_{디럭스,프리미엄}/완성화면/pages/ · check-반응.mts",해당없음
2026-09-01,pack-qa-new,반려동물케어_디럭스,②③ 흐름 끝까지 — 고르기→반 배정→결제→완료,"RE-01→RE-02→RE-04→RE-05→RE-06 을 링크로 이어 걸으며 앞에서 고른 값이 뒤로 넘어가는지 봤다. 요일 월·수·금(RE-02 에서 화·토·일은 마감이라 못 고른다)이 RE-04·RE-05·RE-06 에 그대로 왔다. 초코 코커스패니얼 8.4kg → 중형반(5~15kg 구간 안) 배정이 네 화면에서 같다. 값은 300,000원 → 형제견 할인 10% −30,000 → 270,000원 으로 RE-05 와 RE-06 이 맞물린다. 회차권은 「정기권은 회차를 안 쓴다」는 말대로 차감 0회 · 남은 4회로 RE-05·RE-06·MY-02·MY-03·AT-02 다섯 화면이 모두 4회다. 첫 등원일 8월 31일(월)이 RE-02 의 「다음 주부터」와 RE-06 이 같다. 결제 단추는 필수 동의 3개를 다 켜야 열린다(RE-05·RE0501·RE0503 세 화면에서 확인)","판매용_템플릿/_판매팩/반려동물케어_디럭스/완성화면/pages/RE-0{1,2,4,5,6}.html",해당없음
2026-09-01,pack-qa-new,반려동물케어_프리미엄,②③ 흐름 끝까지 — 3뎁스 24화면,"RE0101→RE0203→RE0401→RE0501→RE0601 을 걸었다. RE0203 의 「요일 수에 따른 값」 표(주1 120,000/30,000 · 주2 220,000/27,500 · 주3 300,000/25,000 · 주4 380,000/23,750 · 주5 460,000/23,000)가 총액÷월등원횟수와 다섯 줄 모두 맞고, 「하나 빼면 220,000(−80,000) 하나 더 넣으면 380,000(+80,000)」도 표와 맞는다. 반 배정 근거(8.4kg·사교적·코커스패니얼·적응 테스트)와 「중형반 5/8마리, 초코가 오면 6마리」가 AT0101 현황판과 같다. 결제 요약 300,000 − 30,000 = 270,000 이 자동 청구 동의문(매월 1일 270,000원)과도 같다","판매용_템플릿/_판매팩/반려동물케어_프리미엄/완성화면/pages/RE0{101,203,401,501,601}.html",해당없음
2026-09-01,pack-qa-new,반려동물케어_디럭스·반려동물케어_프리미엄,③ 화면끼리 값 — 숫자를 되짚었다,"AT-01 현황판: 오늘 예약 24 = 등원 완료 16(재원 14 + 하원 2) + 미등원 2 + 지각 1 + 아직 안 온 2 + 결석 3. 반별 재원 5+5+4 = 14 가 「지금 14마리가 원에 있어요」와 같고 AT-04 반 편성 보드의 5/8 · 5/8 · 4/6, MG-01 정원 설정의 「지금 5·5·4마리 · 여유 3·3·2자리」와도 같다. 몸무게가 반 구간을 하나도 안 벗어난다(소형 <5kg 다섯 · 중형 5~15 다섯 · 대형 ≥15 넷). 요금은 MG-01 요금표와 HO-02 안내가 아홉 줄 모두 같고 1회당 값·「1회권 대비 14%·20%·26% 싸요」도 맞다. 회차권 90일: 초코 08-06 구매 → 11-04 만료 · 오늘(8/24) 기준 72일 남음, 보리 05-31 → 08-29 · D-5 — 셋 다 맞다. MY-02 사용 내역 10회 → 여섯 번 차감 → 4회가 남은 횟수와 맞는다. 백신 D-N 24곳을 날짜로 되짚어 어긋남 0(보리 D-18 이 다섯 화면에서 같고, 초코 D-166 은 2027-02-06 과 맞는다)","판매용_템플릿/_판매팩/반려동물케어_{디럭스,프리미엄}/완성화면/pages/",해당없음
2026-09-01,pack-qa-new,반려동물케어_스탠다드·반려동물케어_플러스,①④ 문서만 든 두 등급,"완성화면이 없는 것이 맞다 — 다른 일곱 업종의 스탠다드·플러스와 같다. 문서 12개 · 디자인프리셋 11개가 다 있고 zip 도 팩보다 나중이라 지금 팩으로 구운 것이다. 07 스펙팩에 두 갈래 검수 글이 네 등급 모두 실려 있다(7-0 · 7-9 · 7-9-2 각 1) 그리고 새로 들어온 min-width:0 규칙도 네 등급 모두 6곳에 있다. 스탠다드=디럭스(1,795줄) · 플러스=프리미엄(3,443줄)으로 짝이 맞는다","판매용_템플릿/_판매팩/반려동물케어_{스탠다드,플러스}/07_AI빌드_스펙팩.md · packs/petcare-{standard,plus}.zip",해당없음
2026-09-01,pack-qa-new,해당없음,④ 만드는 중인 업종,"_만드는중/ 에 남은 것은 _부족한구성.md 한 장뿐이다 — 이번 주에는 만드는 중인 업종이 없다. 다음 업종(중고거래)은 아직 시작 전이다",판매용_템플릿/_만드는중/ · 검수/2026-09-01_분배.json,해당없음
2026-09-01,pack-qa-new,반려동물케어_디럭스·반려동물케어_프리미엄,①③ 견본 날짜가 지났다 — 이미 올라와 있는 판단대기에 덧붙였다,"이 팩의 「오늘」은 2026-08-24(월)로 굳어 있어 여드레 지났다. 등원 현황판(AT-01)·등원 체크(AT-02)가 그날을 오늘로 내걸고, 예약 완료(RE-06·RE0601)는 「첫 등원일 2026년 8월 31일(월)」을 앞일로 약속하는데 그것도 어제다. 날짜를 세어 보면 디럭스는 31가지 중 28가지, 프리미엄은 48가지 중 32가지가 지났다 — 다만 여행·공동구매처럼 «앞날이 아예 없는» 상태는 아니다(앞날 3가지 · 16가지, 가장 늦은 것 2027-02-06). 같은 뿌리의 건이 pack-qa-spec-a 이름으로 이미 올라와 있어 «새 칸을 만들지 않고» 그 건에 반려동물케어도 같은 자리라고 덧붙였다. 여덟 업종 32벌을 한꺼번에 봐야 하는 일이라 내가 혼자 옮길 자리가 아니다","검수/판단대기.json (2026-09-01_견본날짜_통째로지남) · 판매용_템플릿/_판매팩/반려동물케어_{디럭스,프리미엄}/완성화면/pages/",해당없음
2026-09-01,pack-qa-new,반려동물케어_디럭스·반려동물케어_프리미엄,④ 생성기와 화면이 갈렸나 — 다른 루틴이 올린 건을 내 몫에서도 쟀다,"pack-qa-spec-a 가 「팩 안의 화면 만드는 기계가 지금 화면과 다르다」를 판단대기에 올렸다(여행_프리미엄 144쪽 중 144쪽이 갈림). 내 몫에서도 같은 방법으로 쟀다 — 팩을 아스키 자리에 통째로 복사해 build/generate.mjs 를 돌리고 한 장씩 견줬다. 결과는 213장 가운데 «사진 넣기(img data-예시) 말고 다른 까닭으로» 갈린 쪽 0장이다. 반려동물케어는 8/24·8/31 에 갓 만들어진 팩이라 손질이 생성기 밖으로 새어 나간 적이 없다. 오늘 내가 고친 다섯 자리도 생성기까지 함께 고쳐 그 상태를 지켰다","판매용_템플릿/_판매팩/반려동물케어_{디럭스,프리미엄}/완성화면/build/generate.mjs · 검수/판단대기.json (2026-09-01_생성기가_pages와_갈림)",해당없음
