날짜,루틴,팩,항목,무엇,근거파일,고침여부
2026-08-25,pack-qa-spec-a,LMS_프리미엄,새지시 / check-눈으로 H7 + 화면끼리 숫자 어긋남,"내 강의실 자식 화면 CL0102 의 「전체」 탭 개수가 1로 적혀 있었다(어버이 CL0101 은 수강 중 3 + 수강 완료 2 = 5). 게다가 「수강 중」과 「전체」가 둘 다 CL0101 로 가서 어느 쪽을 눌러도 수강 중만 열렸다. 개수를 5로 고치고, 탭을 CL0101.html#tab:* 로 보내 전체가 켜진 채 열리게 함. app.js 에 …html#tab:값 으로 열면 그 탭을 눌러 준 채로 여는 짧은 장치를 넣음 — 브라우저에서 탭 하나만 켜지고 카드 5장이 다 보이는 것, 해시 없이 열면 예전처럼 수강 중 3장인 것 둘 다 확인",판매용_템플릿/_판매팩/LMS_프리미엄/완성화면/pages/CL0102.html · assets/js/app.js:47,고침
2026-08-25,pack-qa-spec-a,뷰티샵_디럭스,새지시 / check-눈으로 H7 — 눌러도 아무 일 없는 탭,"내 예약의 「완료 8」·「취소 3」 탭이 제 화면(MY-01)을 다시 부르기만 해서, 눌러도 목록이 그대로였다. 디럭스는 2뎁스라 그 화면이 없다(프리미엄에는 MY0102·MY0103 이 있어 제대로 이어져 있다). 이 팩이 이미 쓰는 말투로 안내를 달아 눌리는데 아무 일 없는 단추를 없앰",판매용_템플릿/_판매팩/뷰티샵_디럭스/완성화면/pages/MY-01.html:29 · MY-02.html:32,고침
2026-08-25,pack-qa-spec-a,"뷰티샵_디럭스, 뷰티샵_프리미엄, 공동구매_디럭스, 공동구매_프리미엄",새지시 / check-눈으로 H9 — 이름이 겹친 클래스,"dim 이라는 이름을 겹침 덮개(position:fixed;inset:0;z-index:70)와 못 고르는 시간칸(.slot.dim) 둘이 같이 쓰고 있었다. 시간칸 쪽이 덮개의 position·inset 을 안 덮어써서, 뷰티샵 프리미엄 예약 화면 세 쪽(RE0303·RE0304·RE0306)의 「연속 불가」 시간칸 여섯이 98px 격자를 벗어나 폭 1425px 로 퍼진 채 화면 맨 위에 떠 있었다. 시간칸에서 덮개 성질을 끔 — 스무 칸이 모두 98px 로 돌아온 것, 모달 덮개는 그대로 1425×900 으로 도는 것 둘 다 확인. 규칙이 아직 안 쓰이는 팩(뷰티샵 디럭스·공동구매 둘)에도 같이 넣어 미리 막음","판매용_템플릿/_판매팩/{뷰티샵,공동구매}_{디럭스,프리미엄}/완성화면/assets/css/base.css",고침
2026-08-25,pack-qa-spec-a,"여행_디럭스, 여행_프리미엄",새지시 / check-눈으로 H7 — 눌러도 아무 일 없는 탭,"자주 묻는 질문의 갈래 탭(결제·취소·환불·바우처·현지 이용)이 모두 제 화면을 다시 불러, 어느 갈래를 눌러도 예약 질문만 보였다. 갈 화면이 있는 「현지 이용」(프리미엄 CS0103)은 그대로 두고, 담긴 질문이 없는 갈래는 이 팩이 이미 쓰는 말투(…는 서버가 연결되면 열립니다)로 안내를 닮. 예약 내역(MY-03)의 「이용 완료 2」·「취소 1」도 같은 자리라 같이 고침","판매용_템플릿/_판매팩/여행_디럭스/완성화면/pages/CS-01.html · MY-03.html · 여행_프리미엄/pages/CS010{1,2,3}.html",고침
2026-08-25,pack-qa-spec-a,"여행_디럭스, 여행_프리미엄",새지시 / check-눈으로 H11 — 가짜 단추,고객센터의 「1544-0000」 전화 표시가 바로 옆 「1:1 문의하기」 단추와 겉이 똑같은데 눌리지 않았다. 이 팩이 이미 쓰는 전화 안내 말투(긴급 회선으로 연결합니다)에 맞춰 눌리는 단추로 바꿈 — 네 쪽,"판매용_템플릿/_판매팩/여행_디럭스/완성화면/pages/CS-01.html · 여행_프리미엄/pages/CS010{1,2,3}.html",고침
2026-08-25,pack-qa-spec-a,"공동구매_디럭스, 공동구매_프리미엄",새지시 / lib/design-presets.ts — 포인트 색 위 글자는 흰색,"알림 설정 화면의 「어디로 받을까요」 네 칸(앱 푸시·알림톡·문자·이메일)이 단추 클래스와 스위치 클래스를 같이 쓰고 있었다. 그래서 48×28 스위치 모양 안에 켜짐/꺼짐 글자가 들어가고, 그 위를 22px 흰 동그라미가 덮고 있었다. 켜진 칸은 포인트 색(#E02A0E) 바탕에 글자가 진한 갈색(#33221E)이라 새 지시(포인트 색 위 글자는 흰색)에도 어긋났다. 같은 화면 아래쪽이 이미 쓰는 제대로 된 스위치로 바꿈 — 여덟 개가 48×28 로 반듯하게 서고 켜짐/꺼짐이 색과 손잡이 자리로 보이는 것 확인",판매용_템플릿/_판매팩/공동구매_디럭스/완성화면/pages/AC-03.html:33-37 · 공동구매_프리미엄/pages/AC0301.html:32-35,고침
2026-08-25,pack-qa-spec-a,공동구매_프리미엄,새지시 / check-눈으로 H7 — 이름 다른데 열리는 화면이 같음,"내 공구함 자식 화면 MY0103(불발 탭)·MY0104(배송/완료 탭)에서 「진행 중 1」과 「전체 4」가 둘 다 MY0101 로 가, 어느 쪽을 눌러도 같은 화면이 열렸다. app.js 에 #tab:값 장치를 넣고 각각 #tab:진행 · #tab:* 로 갈라 줌 — 해시 없이 열면 전체 4장, #tab:진행 이면 1장, 탭도 하나만 켜지는 것 확인",판매용_템플릿/_판매팩/공동구매_프리미엄/완성화면/pages/MY0103.html · MY0104.html · assets/js/app.js:19,고침
2026-08-25,pack-qa-spec-a,공동구매_프리미엄,새지시 / check-눈으로 H2 — 덩어리가 맞붙음,마감 임박 대시보드(HM0102)와 정산(SE0103)에서 통계 네 칸이 바로 위 카드와 글 사이 1px 로 맞붙어 있었다. 이 팩이 쓰는 위 여백(mt6)을 줌,판매용_템플릿/_판매팩/공동구매_프리미엄/완성화면/pages/HM0102.html:56 · SE0103.html:45,고침
2026-08-25,pack-qa-spec-a,공동구매_프리미엄,④ 발생한 오류 / 푸터가 통째로 빠짐,"HO0302(1시간 내 마감 필터)·HO0303(알림 신청 완료) 두 쪽만 푸터가 통째로 없었다. 여는 main 과 footer.ft 묶음이 빠지고 닫는 태그만 남아, 회사 정보·바로가기 네 칸이 사라지고 저작권 한 줄만 본문 안에 떠 있었다. 브라우저가 스스로 닫아 주는 바람에 다른 검사기가 다 지나갔다. 멀쩡한 이웃 HO0301 의 푸터를 그대로 떠 넣고 main 을 닫음 — 세 쪽의 짜임이 똑같아진 것을 파서로 확인(main 1 · footer.ft 1 · ft-cols 1 · ft-bot 1)",판매용_템플릿/_판매팩/공동구매_프리미엄/완성화면/pages/HO0302.html · HO0303.html,고침
2026-08-25,pack-qa-spec-a,"LMS_디럭스, LMS_프리미엄, 뷰티샵_디럭스, 뷰티샵_프리미엄, 여행_디럭스, 여행_프리미엄, 공동구매_디럭스, 공동구매_프리미엄",새지시 / lib/design-presets.ts — 세로 flex 자식의 min-width,"COMMON_RULES 가 푸터를 바닥에 붙이려고 main·.appmain·.edmain 을 세로 flex 로 바꾸는데, 세로 flex 의 자식은 min-width 가 auto 라 제 속내용보다 좁아지지 못한다. 그 바람에 폭 360 짜리 폰에서 .wrap-narrow 가 364px 로 버텨 화면이 통째로 옆으로 밀렸다(LMS 다섯 쪽 · 9~100px). 같은 까닭으로 .split·.app·.edcols 에는 이미 min-width:0 이 걸려 있었는데 이 규칙이 스스로 만든 세로 flex 만 빠져 있었다. 내 몫 8벌 base.css 에 min-width:0;width:100% 를 넣음 — 710쪽 × 세 폭(1536·390·360) 2,130회를 다시 재서 전부 0건","판매용_템플릿/_판매팩/{LMS,뷰티샵,여행,공동구매}_{디럭스,프리미엄}/완성화면/assets/css/base.css",고침
2026-08-25,pack-qa-spec-a,LMS·뷰티샵·여행·공동구매,새지시 / lib/design-presets.ts (뿌리),바로 윗줄의 min-width 빠짐은 뿌리(lib/design-presets.ts 의 COMMON_RULES)에서 온 것이라 일곱 업종 열네 벌이 모두 같은 흠을 갖고 있다. lib/design-presets.ts 는 이번 회차 pack-qa-userpack 의 몫이라 손대지 않았다 — 마무리 회차가 userpack 과 함께 뿌리에 같은 줄을 넣을 것,lib/design-presets.ts (COMMON_RULES · 남의 몫),마무리에넘김
2026-08-25,pack-qa-spec-a,"LMS_디럭스, LMS_프리미엄, 뷰티샵_디럭스, 뷰티샵_프리미엄, 여행_디럭스, 여행_프리미엄, 공동구매_디럭스, 공동구매_프리미엄",새지시 / check-눈으로.mts (검사기 헛짚음),"첫 판 46건 가운데 12건이 검사기의 헛짚음이었다. 브라우저로 하나씩 열어 재 보고 검사기를 고침 — (1)H13 표: 감싼 상자가 가로로 넘겨 주는데도(.table-wrap.table-scroll) 흠이라 했다(뷰티샵 3쪽) (2)H11 단추 키: btn-link 는 상자 없는 글자 단추(17px)인데 44px 채운 단추와 견줬다(LMS 2쪽) (3)H9 늘어난 단추: 형제가 다 같은 폭인 격자 칸을 늘어났다고 했다(여행 4건) (4)H2 맞붙음: 상자만 보고 글자 사이를 안 봤다, 12px 넘게 떨어져 있으면 넘기게 함(공동구매·뷰티샵 3쪽) (5)H2: 전체 동의 밑에 들여쓴 하위 동의 같은 어버이-자식 묶음과 잔글 풀이말은 붙는 것이 맞다(여행 4쪽) (6)H10 썸네일: 제목이 아예 「썸네일」인 화면에서 3:4·16:9·작은 것 세 비율을 나란히 보여 주는 것이 그 화면의 일이다(LMS 1쪽) (7)H14 배지: b-lg 로 크게 하라고 적어 둔 배지를 옆 배지와 견줬다(뷰티샵 1쪽) (8)H7 뒤로가기: 간 곳에 탭 줄이 아예 없으면 탭 형제가 아니라 상세 화면이라 뒤로가기 줄이 생기는 것이 맞다(여행 2건). 왜 틀렸는지는 모두 주석으로 남김",check-눈으로.mts,고침
2026-08-25,pack-qa-spec-a,"LMS_디럭스, LMS_프리미엄, 뷰티샵_디럭스, 뷰티샵_프리미엄, 여행_디럭스, 여행_프리미엄, 공동구매_디럭스, 공동구매_프리미엄",새지시 / check-눈으로.mts (다시 걸기),"고친 검사기로 내 몫 8벌 710장을 다시 전수로 훑음 — 46건에서 4건으로. 남은 4건은 아래 3뎁스 탭 화면 밀림 하나짜리 건이고, 여섯 팩(LMS 둘 · 뷰티샵 둘 · 여행 디럭스 · 공동구매 디럭스)은 깨끗","판매용_템플릿/_판매팩/{LMS,뷰티샵,여행,공동구매}_{디럭스,프리미엄}/",고침
2026-08-25,pack-qa-spec-a,"LMS_디럭스, LMS_프리미엄, 뷰티샵_디럭스, 뷰티샵_프리미엄, 여행_디럭스, 여행_프리미엄, 공동구매_디럭스, 공동구매_프리미엄",새지시 / check-반응.mts,"검사기가 크롬을 부를 때 기다리는 시간을 안 정해 두어, 한 쪽에서 멈추면 회차 전체가 영영 안 끝났다. 2026-08-18 에 여행_프리미엄이, 이번에 여행_디럭스가 그렇게 한 시간을 서 있었다. 한 쪽에 60초 한도를 두고, 넘긴 쪽은 «못 잰 장»으로 세어 보여 주도록 고침 — 못 잰 장을 통과로 넘기지 않기 위해서다",check-반응.mts:226,고침
2026-08-25,pack-qa-spec-a,LMS·뷰티샵·여행·공동구매,② UX / check-반응 (눌러 보기),"내 몫 8벌을 실제로 눌러 봄 — 688장에서 7,654개를 눌렀고 눌러서 죽은 것 0개(FAIL 0). 봐줄 만한 것 191개는 모두 «고른 값만 바뀌고 옆이 그대로인 select» 로, 검사기가 스펙팩 acts 와 견줘 보라고 다는 안내다. 여행_디럭스 VC-01·VC-02 두 쪽은 크롬이 60초 안에 안 끝나 못 쟀다 — 다른 검사기(레이아웃검사·check-눈으로)로는 두 쪽 다 깨끗했다","판매용_템플릿/_판매팩/{LMS,뷰티샵,여행,공동구매}_{디럭스,프리미엄}/",해당없음
2026-08-25,pack-qa-spec-a,"여행_프리미엄, 공동구매_프리미엄",새지시 / check-눈으로 H7 — 3뎁스 탭 화면 밀림,"예약 내역(MY0301)에서 「이용 완료」 탭을 누르면 MY0302 로 가는데, MY0302 에는 어버이에 없는 뒤로가기 줄 51px 과 상태 설명 줄 42px 이 더 있어 본문이 93px 아래로 튄다. 내 후기(MY1101→MY1103) · 공동구매 후기(RV0101→RV0104)도 같다. 3뎁스 팩 전체의 짜임 규칙이고 상태 줄은 판매용 설명이라 제가 지울 근거가 없다 — 검수/판단대기.json 에 세 갈래로 여쭘","판매용_템플릿/_판매팩/여행_프리미엄/완성화면/pages/MY0302.html:23,26",마무리에넘김
2026-08-25,pack-qa-spec-a,"뷰티샵_디럭스, 뷰티샵_프리미엄",판단대기 확인 / 2026-08-19_뷰티샵_필터칩,"수정완료로 올라와 있던 것을 브라우저로 눌러 확인 — 매장 목록(SE-01·SE0101)에서 최소 평점 4.9 이상을 누르면 카드 12장에서 3장으로, 편의·주차 가능도 12에서 3으로, 다시 끄면 12장으로 돌아옴. 옆의 개수 표시도 같이 3으로 바뀜. 근거 없던 야간 영업 칩은 빠져 있음. 제대로 고쳐졌기에 판단대기 목록에서 지움","판매용_템플릿/_판매팩/뷰티샵_{디럭스,프리미엄}/완성화면/pages/SE-01.html · SE0101.html",해당없음
2026-08-25,pack-qa-spec-a,"LMS_프리미엄, 여행_프리미엄",판단대기 확인 / 2026-08-19_최근검색어_안지워짐,"수정완료로 올라와 있던 것을 브라우저로 눌러 확인 — LMS_프리미엄 HO0103 은 ✕ 하나에 칩 11에서 10으로, 전체 지우기에 「최근 검색어」 제목까지 사라짐. 여행_프리미엄 HO0402 는 전체 삭제에 최근 검색어 구역이 통째로 사라짐(이 팩에는 개별 ✕ 가 원래 없다). 둘 다 제대로 됨. 남은 매칭_프리미엄은 pack-qa-spec-b 몫이라 판단대기 칸은 지우지 않고 확인한 내용을 메모로 남김",판매용_템플릿/_판매팩/LMS_프리미엄/완성화면/pages/HO0103.html · 여행_프리미엄/pages/HO0402.html,해당없음
2026-08-25,pack-qa-spec-a,LMS·뷰티샵·여행·공동구매,④ 발생한 오류 / 태그 짝,"내 몫 710쪽의 여는 태그·닫는 태그를 열세 가지로 세어 봄 — 어긋난 쪽 8장. 그 가운데 둘(공동구매_프리미엄 HO0302·HO0303)은 푸터가 통째로 빠진 것이라 고쳤고, 나머지 여섯(LMS_프리미엄 CO0302 · 뷰티샵_프리미엄 AC0202 · 공동구매_디럭스 MY-01 · 공동구매_프리미엄 MY0101·MY0102·MY0204)은 뜬 div 한둘이 남은 것이다. 브라우저가 스스로 닫아 주어 세 폭(1536·390·360) 어디에서도 화면에 티가 나지 않는 것을 확인했다. 자리를 잘못 짚으면 잘 만든 쪽을 망가뜨리므로 그대로 두고 여기 적어 둔다",판매용_템플릿/_판매팩/LMS_프리미엄/완성화면/pages/CO0302.html 외 5쪽,해당없음
2026-08-25,pack-qa-spec-a,(만드는 중),4절 / 만드는 중인 팩,만드는 중인 업종이 있습니다 — 반려동물케어(스탠다드·플러스·디럭스·프리미엄). 열지 않았음,판매용_템플릿/_만드는중/반려동물케어_*/,해당없음
