"화면ID","화면명","어떤 자리","종류","권장 크기","지금 들어간 사진"
"CS-04","자재·마감 둘러보기","자재 사진","시술","400×400","인테리어 - 9.webp"
"CS-04","자재·마감 둘러보기","자재 사진","시술","400×400","인테리어 - 1.webp"
"CS-04","자재·마감 둘러보기","자재 사진","시술","400×400","인테리어 - 10.webp"
"CS-04","자재·마감 둘러보기","자재 사진","시술","400×400","인테리어 - 11.webp"
"CS-04","자재·마감 둘러보기","자재 사진","시술","400×400","인테리어 - 12.webp"
"ES-01","견적 조건 입력 - 단계별","거실 사진","시술","400×300","인테리어 - 13.webp"
"ES-01","견적 조건 입력 - 단계별","주방 사진","시술","400×300","인테리어 - 14.webp"
"ES-01","견적 조건 입력 - 단계별","욕실 사진","시술","400×300","인테리어 - 15.webp"
"ES-01","견적 조건 입력 - 단계별","침실 사진","시술","400×300","인테리어 - 16.webp"
"ES-01","견적 조건 입력 - 단계별","베란다 사진","시술","400×300","인테리어 - 17.webp"
"ES-01","견적 조건 입력 - 단계별","현관 사진","시술","400×300","인테리어 - 18.webp"
"HO-01","홈","준공 대표 사진","시술","1600×700","인테리어 - 19.webp"
"HO-01","홈","시공 사진","시술","800×600","인테리어 - 2.webp"
"HO-01","홈","시공 사진","시술","800×600","인테리어 - 20.webp"
"HO-01","홈","시공 사진","시술","800×600","인테리어 - 21.webp"
"HO-02","시공 분야 홈","시공 사진","시술","800×600","인테리어 - 22.webp"
"HO-02","시공 분야 홈","시공 사진","시술","800×600","인테리어 - 23.webp"
"HO-02","시공 분야 홈","시공 사진","시술","800×600","인테리어 - 24.webp"
"OW-07","업체 정보·직원 관리","업체 대표 사진","시술","600×400","인테리어 - 1.webp"
