"화면ID","화면명","어떤 자리","종류","권장 크기","지금 들어간 사진"
"HO-02","여행지 홈","후기 사진","후기","800×800","여행 - 19.webp"
"HO-02","여행지 홈","후기 사진","후기","800×800","여행 - 5.webp"
"HO-02","여행지 홈","후기 사진","후기","800×800","여행 - 7.webp"
"HO-02","여행지 홈","후기 사진","후기","800×800","여행 - 9.webp"
"HO-02","여행지 홈","후기 사진","후기","800×800","여행 - 10.webp"
"HO-02","여행지 홈","후기 사진","후기","800×800","여행 - 16.webp"
"HO-02","여행지 홈","후기 사진","후기","800×800","여행 - 12.webp"
"HO-02","여행지 홈","후기 사진","후기","800×800","여행 - 20.webp"
"HO-02","여행지 홈","후기 사진","후기","800×800","인물 - 1.webp"
"HO-02","여행지 홈","후기 사진","후기","800×800","인물 - 2.webp"
"HO-02","여행지 홈","후기 사진","후기","800×800","인물 - 4.webp"
"HO-02","여행지 홈","후기 사진","후기","800×800","인물 - 5.webp"
"HO-03","검색 결과","상품 대표","시술","1200×900","여행 - 7.webp"
"HO-03","검색 결과","상품 대표","시술","1200×900","여행 - 8.webp"
"HO-03","검색 결과","상품 대표","시술","1200×900","여행 - 13.webp"
"HO-03","검색 결과","상품 대표","시술","1200×900","여행 - 18.webp"
"HO-03","검색 결과","상품 대표","시술","1200×900","여행 - 1.webp"
"HO-03","검색 결과","상품 대표","시술","1200×900","여행 - 17.webp"
"HO-03","검색 결과","상품 대표","시술","1200×900","여행 - 14.webp"
"HO-03","검색 결과","상품 대표","시술","1200×900","여행 - 15.webp"
"HO-04","검색 결과 없음","상품 대표","시술","1200×900","여행 - 2.webp"
"HO-04","검색 결과 없음","상품 대표","시술","1200×900","여행 - 11.webp"
"HO-04","검색 결과 없음","상품 대표","시술","1200×900","여행 - 4.webp"
"HO-04","검색 결과 없음","상품 대표","시술","1200×900","여행 - 6.webp"
"HO-05","테마 기획전","상품 대표","시술","1200×900","여행 - 7.webp"
"HO-05","테마 기획전","상품 대표","시술","1200×900","여행 - 8.webp"
"HO-05","테마 기획전","상품 대표","시술","1200×900","여행 - 13.webp"
"HO-05","테마 기획전","상품 대표","시술","1200×900","여행 - 18.webp"
"HO-05","테마 기획전","상품 대표","시술","1200×900","여행 - 1.webp"
"HO-05","테마 기획전","상품 대표","시술","1200×900","여행 - 17.webp"
"HO-05","테마 기획전","상품 대표","시술","1200×900","여행 - 14.webp"
"HO-05","테마 기획전","상품 대표","시술","1200×900","여행 - 15.webp"
"HO-05","테마 기획전","상품 대표","시술","1200×900","여행 - 2.webp"
"HO-05","테마 기획전","상품 대표","시술","1200×900","여행 - 11.webp"
"HO-05","테마 기획전","상품 대표","시술","1200×900","여행 - 4.webp"
"HO-05","테마 기획전","상품 대표","시술","1200×900","여행 - 6.webp"
"HO-05","테마 기획전","상품 대표","시술","1200×900","여행 - 9.webp"
"HO-05","테마 기획전","상품 대표","시술","1200×900","여행 - 10.webp"
"HO-05","테마 기획전","상품 대표","시술","1200×900","여행 - 16.webp"
"HO-05","테마 기획전","상품 대표","시술","1200×900","여행 - 12.webp"
"HO-05","테마 기획전","상품 대표","시술","1200×900","여행 - 20.webp"
"HO-05","테마 기획전","상품 대표","시술","1200×900","여행 - 5.webp"
"HO-05","테마 기획전","상품 대표","시술","1200×900","여행 - 19.webp"
"HO-05","테마 기획전","상품 대표","시술","1200×900","인물 - 1.webp"
"HO-05","테마 기획전","상품 대표","시술","1200×900","인물 - 2.webp"
"HO-05","테마 기획전","상품 대표","시술","1200×900","인물 - 4.webp"
"HO-05","테마 기획전","상품 대표","시술","1200×900","인물 - 5.webp"
"HO-05","테마 기획전","기획전 배너","시술","1600×900","인물 - 6.webp"
"HO-05","테마 기획전","기획전 배너","시술","1600×900","인물 - 7.webp"
"HO-05","테마 기획전","기획전 배너","시술","1600×900","인물 - 8.webp"
"MY-03","예약 내역","상품","시술","","여행 - 7.webp"
"MY-03","예약 내역","상품","시술","","여행 - 8.webp"
"MY-03","예약 내역","상품","시술","","여행 - 13.webp"
"MY-04","예약 내역 없음","여행지","인물","400×400","인물 - 8.webp"
"MY-04","예약 내역 없음","여행지","인물","400×400","인물 - 9.webp"
"MY-04","예약 내역 없음","여행지","인물","400×400","인물 - 12.webp"
"MY-04","예약 내역 없음","여행지","인물","400×400","인물 - 13.webp"
"MY-04","예약 내역 없음","여행지","인물","400×400","인물 - 14.webp"
"MY-04","예약 내역 없음","여행지","인물","400×400","인물 - 15.webp"
"MY-05","예약 상세","상품","시술","","여행 - 18.webp"
"MY-06","예약 취소 신청","상품","시술","","여행 - 1.webp"
"MY-08","후기 작성","상품","시술","","여행 - 17.webp"
"MY-08","후기 작성","후기 사진","후기","800×800","여행 - 19.webp"
"MY-08","후기 작성","후기 사진","후기","800×800","여행 - 5.webp"
"MY-08","후기 작성","후기 사진","후기","800×800","여행 - 4.webp"
"MY-10","내 여정","이미지 영역","시술","","여행 - 14.webp"
"MY-10","내 여정","상품 대표","시술","1200×900","여행 - 15.webp"
"MY-10","내 여정","상품 대표","시술","1200×900","여행 - 2.webp"
"MY-10","내 여정","상품 대표","시술","1200×900","여행 - 11.webp"
"MY-10","내 여정","상품 대표","시술","1200×900","여행 - 4.webp"
"MY-11","내 후기","상품","시술","","여행 - 6.webp"
"MY-11","내 후기","상품","시술","","여행 - 7.webp"
"MY-11","내 후기","상품","시술","","여행 - 8.webp"
"MY-11","내 후기","후기 사진","후기","800×800","여행 - 19.webp"
"MY-11","내 후기","후기 사진","후기","800×800","여행 - 5.webp"
"MY-11","내 후기","후기 사진","후기","800×800","여행 - 4.webp"
"PR-01","상품 목록","상품 대표","시술","1200×900","여행 - 13.webp"
"PR-01","상품 목록","상품 대표","시술","1200×900","여행 - 18.webp"
"PR-01","상품 목록","상품 대표","시술","1200×900","여행 - 1.webp"
"PR-01","상품 목록","상품 대표","시술","1200×900","여행 - 17.webp"
"PR-01","상품 목록","상품 대표","시술","1200×900","여행 - 14.webp"
"PR-01","상품 목록","상품 대표","시술","1200×900","여행 - 15.webp"
"PR-01","상품 목록","상품 대표","시술","1200×900","여행 - 2.webp"
"PR-01","상품 목록","상품 대표","시술","1200×900","여행 - 11.webp"
"PR-01","상품 목록","상품 대표","시술","1200×900","여행 - 4.webp"
"PR-01","상품 목록","상품 대표","시술","1200×900","여행 - 6.webp"
"PR-01","상품 목록","상품 대표","시술","1200×900","여행 - 7.webp"
"PR-01","상품 목록","상품 대표","시술","1200×900","여행 - 8.webp"
"PR-01","상품 목록","상품 대표","시술","1200×900","여행 - 9.webp"
"PR-01","상품 목록","상품 대표","시술","1200×900","여행 - 10.webp"
"PR-02","상품 상세","상품 대표","시술","1200×900","여행 - 13.webp"
"PR-02","상품 상세","상품 사진","시술","1200×900","여행 - 18.webp"
"PR-02","상품 상세","상품 사진","시술","1200×900","여행 - 1.webp"
"PR-02","상품 상세","상품 사진","시술","1200×900","여행 - 17.webp"
"PR-02","상품 상세","상품 사진","시술","1200×900","여행 - 14.webp"
"PR-02","상품 상세","후기 사진","후기","800×800","여행 - 19.webp"
"PR-02","상품 상세","후기 사진","후기","800×800","여행 - 5.webp"
"PR-02","상품 상세","후기 사진","후기","800×800","여행 - 4.webp"
"PR-02","상품 상세","후기 사진","후기","800×800","여행 - 6.webp"
"PR-02","상품 상세","후기 사진","후기","800×800","여행 - 7.webp"
"PR-02","상품 상세","후기 사진","후기","800×800","여행 - 8.webp"
"PR-02","상품 상세","후기 사진","후기","800×800","여행 - 15.webp"
"PR-02","상품 상세","후기 사진","후기","800×800","여행 - 2.webp"
"PR-02","상품 상세","후기 사진","후기","800×800","여행 - 11.webp"
"PR-02","상품 상세","후기 사진","후기","800×800","여행 - 9.webp"
"PR-02","상품 상세","후기 사진","후기","800×800","여행 - 10.webp"
"PR-02","상품 상세","후기 사진","후기","800×800","여행 - 16.webp"
"PR-03","날짜·옵션 선택","상품","시술","","여행 - 15.webp"
"PR-04","패스 상품 상세","이미지","시술","","여행 - 2.webp"
"PR-04","패스 상품 상세","이미지","시술","","여행 - 11.webp"
"PR-04","패스 상품 상세","이미지","시술","","여행 - 4.webp"
"PR-04","패스 상품 상세","이미지","시술","","여행 - 6.webp"
"PR-04","패스 상품 상세","이미지","시술","","여행 - 7.webp"
"PR-04","패스 상품 상세","이미지","시술","","여행 - 8.webp"
"PR-04","패스 상품 상세","이미지","시술","","여행 - 13.webp"
"PR-04","패스 상품 상세","이미지","시술","","여행 - 18.webp"
"PR-05","상품 비교","상품 대표","시술","1600×900","여행 - 1.webp"
"PR-05","상품 비교","상품 대표","시술","1600×900","여행 - 17.webp"
"PR-05","상품 비교","상품 대표","시술","1600×900","여행 - 14.webp"
"PR-06","예약 마감·품절","상품","시술","","여행 - 15.webp"
"PR-06","예약 마감·품절","상품 대표","시술","1200×900","여행 - 2.webp"
"PR-06","예약 마감·품절","상품 대표","시술","1200×900","여행 - 11.webp"
"PR-06","예약 마감·품절","상품 대표","시술","1200×900","여행 - 4.webp"
"PR-06","예약 마감·품절","상품 대표","시술","1200×900","여행 - 6.webp"
"PR-07","후기 전체보기","상품","시술","","여행 - 7.webp"
"PR-07","후기 전체보기","후기 사진","후기","800×800","여행 - 19.webp"
"PR-07","후기 전체보기","후기 사진","후기","800×800","여행 - 5.webp"
"PR-07","후기 전체보기","후기 사진","후기","800×800","여행 - 4.webp"
"PR-07","후기 전체보기","후기 사진","후기","800×800","여행 - 6.webp"
"PR-07","후기 전체보기","후기 사진","후기","800×800","여행 - 8.webp"
"PR-07","후기 전체보기","후기 사진","후기","800×800","여행 - 13.webp"
"PR-07","후기 전체보기","후기 사진","후기","800×800","여행 - 18.webp"
"PR-07","후기 전체보기","후기 사진","후기","800×800","여행 - 1.webp"
"PR-07","후기 전체보기","후기 사진","후기","800×800","여행 - 17.webp"
"PR-07","후기 전체보기","후기 사진","후기","800×800","여행 - 14.webp"
"PR-07","후기 전체보기","후기 사진","후기","800×800","여행 - 15.webp"
"PR-07","후기 전체보기","후기 사진","후기","800×800","여행 - 2.webp"
"PR-08","찜한 상품","상품 대표","시술","1200×900","여행 - 8.webp"
"PR-08","찜한 상품","상품 대표","시술","1200×900","여행 - 13.webp"
"PR-08","찜한 상품","상품 대표","시술","1200×900","여행 - 18.webp"
"PR-08","찜한 상품","상품 대표","시술","1200×900","여행 - 1.webp"
"PR-08","찜한 상품","상품 대표","시술","1200×900","여행 - 17.webp"
"PR-08","찜한 상품","상품 대표","시술","1200×900","여행 - 14.webp"
"PR-08","찜한 상품","상품 대표","시술","1200×900","여행 - 15.webp"
"PR-08","찜한 상품","상품 대표","시술","1200×900","여행 - 2.webp"
"PR-08","찜한 상품","상품 대표","시술","1200×900","여행 - 11.webp"
"PR-08","찜한 상품","상품 대표","시술","1200×900","여행 - 4.webp"
"PR-08","찜한 상품","상품 대표","시술","1200×900","여행 - 6.webp"
"PR-08","찜한 상품","상품 대표","시술","1200×900","여행 - 7.webp"
"VC-01","바우처 목록","상품","시술","","여행 - 8.webp"
"VC-01","바우처 목록","상품","시술","","여행 - 13.webp"
"VC-01","바우처 목록","상품","시술","","여행 - 18.webp"
"VC-04","바우처 재발급 요청","상품","시술","","여행 - 1.webp"
