"화면ID","화면명","어떤 자리","종류","권장 크기","지금 들어간 사진"
"HL-01","백신 만료 대시보드","산이 사진","시술","400×400","인물 - 13.webp"
"HL-01","백신 만료 대시보드","해피 사진","시술","400×400","인물 - 14.webp"
"HO-01","홈","강아지가 뛰노는 대표 사진","시술","1600×600","펫유치원 (11).webp"
"HO-01","홈","알림장 사진","시술","800×600","펫유치원 (12).webp"
"HO-01","홈","알림장 사진","시술","800×600","펫유치원 (13).webp"
"HO-01","홈","알림장 사진","시술","800×600","펫유치원 (14).webp"
"HO-01","홈","알림장 사진","시술","800×600","펫유치원 (15).webp"
"HO-01","홈","알림장 사진","시술","800×600","펫유치원 (16).webp"
"HO-03","시설·프로그램 소개","실내 놀이터","시술","1200×900","펫유치원 (17).webp"
"HO-03","시설·프로그램 소개","야외 마당","시술","1200×900","펫유치원 (18).webp"
"HO-03","시설·프로그램 소개","낮잠방","시술","1200×900","펫유치원 (19).webp"
"HO-03","시설·프로그램 소개","목욕","시술","1200×900","펫유치원 (2).webp"
"HO-03","시설·프로그램 소개","현관","시술","1200×900","펫유치원 (3).webp"
"HO-03","시설·프로그램 소개","소독실","시술","1200×900","펫유치원 (4).webp"
"HO-03","시설·프로그램 소개","프로필","인물","400×400","인물 - 1.webp"
"HO-03","시설·프로그램 소개","프로필","인물","400×400","인물 - 12.webp"
"HO-03","시설·프로그램 소개","프로필","인물","400×400","인물 - 13.webp"
"HO-03","시설·프로그램 소개","프로필","인물","400×400","인물 - 14.webp"
"HO-05","이벤트·공지 목록","이벤트 배너","시술","800×800","펫유치원 (5).webp"
"HO-05","이벤트·공지 목록","이벤트 배너","시술","800×800","펫유치원 (6).webp"
"HO-05","이벤트·공지 목록","이벤트 배너","시술","800×800","펫유치원 (7).webp"
"MY-01","예약 내역","초코 사진","시술","400×400","펫유치원 (8).webp"
"MY-01","예약 내역","보리 사진","시술","400×400","펫유치원 (9).webp"
"MY-01","예약 내역","초코 사진","시술","400×400","펫유치원.webp"
"MY-01","예약 내역","초코 사진","시술","400×400","펫유치원 (1).webp"
"MY-01","예약 내역","초코 사진","시술","400×400","펫유치원 (10).webp"
"MY-01","예약 내역","초코 사진","시술","400×400","펫유치원 (11).webp"
"MY-01","예약 내역","초코 사진","시술","400×400","펫유치원 (12).webp"
"MY-01","예약 내역","보리 사진","시술","400×400","펫유치원 (13).webp"
"MY-01","예약 내역","보리 사진","시술","400×400","펫유치원 (14).webp"
"MY-01","예약 내역","초코 사진","시술","400×400","펫유치원 (15).webp"
"MY-02","회차권 현황","초코 사진","시술","400×400","펫유치원 (16).webp"
"MY-02","회차권 현황","보리 사진","시술","400×400","펫유치원 (17).webp"
"MY-04","알림장함","알림장 대표 사진","시술","800×600","펫유치원 (18).webp"
"MY-04","알림장함","알림장 대표 사진","시술","800×600","펫유치원 (19).webp"
"MY-04","알림장함","—","시술","800×600","펫유치원 (2).webp"
"MY-04","알림장함","알림장 대표 사진","시술","800×600","펫유치원 (3).webp"
"MY-04","알림장함","—","시술","800×600","펫유치원 (4).webp"
"MY-04","알림장함","알림장 대표 사진","시술","800×600","펫유치원 (5).webp"
"MY-04","알림장함","알림장 대표 사진","시술","800×600","펫유치원 (6).webp"
"MY-04","알림장함","알림장 대표 사진","시술","800×600","펫유치원 (7).webp"
"MY-05","알림장 상세","초코 사진","시술","400×400","펫유치원 (8).webp"
"MY-05","알림장 상세","알림장 사진","시술","800×600","펫유치원 (9).webp"
"MY-05","알림장 상세","알림장 사진","시술","800×600","펫유치원.webp"
"MY-05","알림장 상세","알림장 사진","시술","800×600","펫유치원 (1).webp"
"MY-05","알림장 상세","알림장 사진","시술","800×600","펫유치원 (10).webp"
"MY-05","알림장 상세","알림장 사진","시술","800×600","펫유치원 (11).webp"
"MY-05","알림장 상세","알림장 사진","시술","800×600","펫유치원 (12).webp"
"NW-02","사진 첨부","알림장 사진","시술","800×600","펫유치원 (13).webp"
"NW-02","사진 첨부","알림장 사진","시술","800×600","펫유치원 (14).webp"
"NW-02","사진 첨부","알림장 사진","시술","800×600","펫유치원 (15).webp"
"NW-02","사진 첨부","알림장 사진","시술","800×600","펫유치원 (16).webp"
"NW-02","사진 첨부","알림장 사진","시술","800×600","펫유치원 (17).webp"
"NW-02","사진 첨부","알림장 사진","시술","800×600","펫유치원 (18).webp"
"NW-02","사진 첨부","알림장 사진","시술","800×600","펫유치원 (19).webp"
"NW-02","사진 첨부","알림장 사진","시술","800×600","펫유치원 (2).webp"
"NW-02","사진 첨부","알림장 사진","시술","800×600","펫유치원 (3).webp"
"NW-02","사진 첨부","알림장 사진","시술","800×600","펫유치원 (4).webp"
"NW-02","사진 첨부","알림장 사진","시술","800×600","펫유치원 (5).webp"
"NW-02","사진 첨부","알림장 사진","시술","800×600","펫유치원 (6).webp"
"NW-04","발송 이력","알림장 대표 사진","시술","800×600","펫유치원 (7).webp"
"NW-04","발송 이력","알림장 대표 사진","시술","800×600","펫유치원 (8).webp"
"NW-04","발송 이력","알림장 대표 사진","시술","800×600","펫유치원 (9).webp"
"NW-04","발송 이력","알림장 대표 사진","시술","800×600","펫유치원.webp"
"NW-04","발송 이력","알림장 대표 사진","시술","800×600","펫유치원 (1).webp"
"NW-04","발송 이력","알림장 대표 사진","시술","800×600","펫유치원 (10).webp"
"NW-04","발송 이력","알림장 대표 사진","시술","800×600","펫유치원 (11).webp"
"NW-04","발송 이력","알림장 대표 사진","시술","800×600","펫유치원 (12).webp"
"NW-04","발송 이력","알림장 대표 사진","시술","800×600","펫유치원 (13).webp"
"NW-04","발송 이력","알림장 대표 사진","시술","800×600","펫유치원 (14).webp"
"NW-04","발송 이력","알림장 사진","시술","800×600","펫유치원 (15).webp"
"NW-04","발송 이력","알림장 사진","시술","800×600","펫유치원 (16).webp"
"NW-04","발송 이력","알림장 사진","시술","800×600","펫유치원 (17).webp"
"NW-04","발송 이력","알림장 사진","시술","800×600","펫유치원 (18).webp"
"NW-04","발송 이력","알림장 사진","시술","800×600","펫유치원 (19).webp"
"NW-04","발송 이력","알림장 사진","시술","800×600","펫유치원 (2).webp"
"PL-01","반려견 등록","반려견 대표 사진","시술","400×400","펫유치원 (3).webp"
"PL-04","반려견 프로필 상세","반려견 사진","시술","400×400","펫유치원 (4).webp"
"PL-04","반려견 프로필 상세","알림장 대표 사진","시술","800×600","펫유치원 (5).webp"
"PL-04","반려견 프로필 상세","알림장 대표 사진","시술","800×600","펫유치원 (6).webp"
"PL-04","반려견 프로필 상세","알림장 대표 사진","시술","800×600","펫유치원 (7).webp"
"PL-04","반려견 프로필 상세","반려견 사진","시술","400×400","펫유치원 (8).webp"
"PL-04","반려견 프로필 상세","알림장 대표 사진","시술","800×600","펫유치원 (9).webp"
"RE-06","예약 완료","초코 사진","시술","400×400","펫유치원.webp"
