"화면ID","화면명","어떤 자리","종류","권장 크기","지금 들어간 사진"
"CT0302","빈 장바구니 > 최근 본 장비","장비 사진","시술","800×800","장비- 22.webp"
"CT0302","빈 장바구니 > 최근 본 장비","장비 사진","시술","800×800","장비- 23.webp"
"CT0302","빈 장바구니 > 최근 본 장비","장비 사진","시술","800×800","장비- 24.webp"
"CT0302","빈 장바구니 > 최근 본 장비","장비 사진","시술","800×800","장비- 25.webp"
"HO0101","홈","장비 사진","시술","800×800","장비- 3.webp"
"HO0101","홈","장비 사진","시술","800×800","장비- 4.webp"
"HO0101","홈","장비 사진","시술","800×800","장비- 5.webp"
"HO0101","홈","장비 사진","시술","800×800","장비- 6.webp"
"HO0101","홈","장비 사진","시술","800×800","장비- 7.webp"
"HO0101","홈","장비 사진","시술","800×800","장비- 8.webp"
"HO0101","홈","장비 사진","시술","800×800","장비- 9.webp"
"HO0101","홈","장비 사진","시술","800×800","장비- 1.webp"
"HO0101","홈","패키지 사진","시술","800×800","장비- 10.webp"
"HO0102","홈 > 로그인 상태(개인화)","장비 사진","시술","800×800","장비- 11.webp"
"HO0102","홈 > 로그인 상태(개인화)","장비 사진","시술","800×800","장비- 12.webp"
"HO0102","홈 > 로그인 상태(개인화)","장비 사진","시술","800×800","장비- 13.webp"
"HO0102","홈 > 로그인 상태(개인화)","장비 사진","시술","800×800","장비- 14.webp"
"HO0201","카테고리 홈","장비 사진","시술","800×800","장비- 15.webp"
"HO0201","카테고리 홈","장비 사진","시술","800×800","장비- 16.webp"
"HO0201","카테고리 홈","장비 사진","시술","800×800","장비- 17.webp"
"HO0201","카테고리 홈","장비 사진","시술","800×800","장비- 18.webp"
"HO0201","카테고리 홈","장비 사진","시술","800×800","장비- 19.webp"
"HO0201","카테고리 홈","장비 사진","시술","800×800","장비- 2.webp"
"HO0201","카테고리 홈","장비 사진","시술","800×800","장비- 20.webp"
"HO0201","카테고리 홈","장비 사진","시술","800×800","장비- 21.webp"
"HO0202","카테고리 홈 > 하위 종류 필터 적용","장비 사진","시술","800×800","장비- 22.webp"
"HO0202","카테고리 홈 > 하위 종류 필터 적용","장비 사진","시술","800×800","장비- 23.webp"
"HO0301","기간으로 찾기 - 결과","장비 사진","시술","800×800","장비- 24.webp"
"HO0301","기간으로 찾기 - 결과","장비 사진","시술","800×800","장비- 25.webp"
"HO0301","기간으로 찾기 - 결과","장비 사진","시술","800×800","장비- 3.webp"
"HO0301","기간으로 찾기 - 결과","장비 사진","시술","800×800","장비- 4.webp"
"HO0301","기간으로 찾기 - 결과","장비 사진","시술","800×800","장비- 5.webp"
"HO0301","기간으로 찾기 - 결과","장비 사진","시술","800×800","장비- 6.webp"
"HO0301","기간으로 찾기 - 결과","장비 사진","시술","800×800","장비- 7.webp"
"HO0301","기간으로 찾기 - 결과","장비 사진","시술","800×800","장비- 8.webp"
"HO0301","기간으로 찾기 - 결과","장비 사진","시술","800×800","장비- 9.webp"
"HO0301","기간으로 찾기 - 결과","장비 사진","시술","800×800","장비- 1.webp"
"HO0303","기간으로 찾기 - 결과 > 필터 적용 상태","장비 사진","시술","800×800","장비- 10.webp"
"HO0303","기간으로 찾기 - 결과 > 필터 적용 상태","장비 사진","시술","800×800","장비- 11.webp"
"HO0303","기간으로 찾기 - 결과 > 필터 적용 상태","장비 사진","시술","800×800","장비- 12.webp"
"HO0304","기간으로 찾기 - 결과 > 마감 장비 뒤로 밀기","장비 사진","시술","800×800","장비- 13.webp"
"HO0304","기간으로 찾기 - 결과 > 마감 장비 뒤로 밀기","장비 사진","시술","800×800","장비- 14.webp"
"HO0304","기간으로 찾기 - 결과 > 마감 장비 뒤로 밀기","장비 사진","시술","800×800","장비- 15.webp"
"HO0304","기간으로 찾기 - 결과 > 마감 장비 뒤로 밀기","장비 사진","시술","800×800","장비- 16.webp"
"HO0401","결과 없음 - 그 기간에 빈 장비가 없음","장비 사진","시술","800×800","장비- 17.webp"
"HO0401","결과 없음 - 그 기간에 빈 장비가 없음","장비 사진","시술","800×800","장비- 18.webp"
"HO0401","결과 없음 - 그 기간에 빈 장비가 없음","장비 사진","시술","800×800","장비- 19.webp"
"HO0401","결과 없음 - 그 기간에 빈 장비가 없음","장비 사진","시술","800×800","장비- 2.webp"
"HO0501","기획전·특가","장비 사진","시술","800×800","장비- 20.webp"
"HO0501","기획전·특가","장비 사진","시술","800×800","장비- 21.webp"
"HO0501","기획전·특가","장비 사진","시술","800×800","장비- 22.webp"
"HO0501","기획전·특가","장비 사진","시술","800×800","장비- 23.webp"
"HO0503","기획전·특가 > 기획전 종료","장비 사진","시술","800×800","장비- 24.webp"
"HO0503","기획전·특가 > 기획전 종료","장비 사진","시술","800×800","장비- 25.webp"
"HO0503","기획전·특가 > 기획전 종료","장비 사진","시술","800×800","장비- 13.webp"
"HO0503","기획전·특가 > 기획전 종료","장비 사진","시술","800×800","장비- 4.webp"
"MY0101","내 대여 내역","장비","시술","400×400","장비- 5.webp"
"MY0101","내 대여 내역","장비","시술","400×400","장비- 6.webp"
"MY0101","내 대여 내역","장비","시술","400×400","장비- 7.webp"
"MY0102","내 대여 내역 > 상태 탭 전환","장비","시술","400×400","장비- 8.webp"
"MY0103","내 대여 내역 > 연체 건 상단 고정","장비","시술","400×400","장비- 9.webp"
"MY0104","내 대여 내역 > 기간·장비 검색","장비","시술","400×400","장비- 1.webp"
"MY0201","대여 상세","정면","시술","800×600","장비- 10.webp"
"MY0201","대여 상세","옆면","시술","800×600","장비- 11.webp"
"MY0201","대여 상세","바닥","시술","800×600","장비- 12.webp"
"MY0201","대여 상세","보관가방","시술","800×600","장비- 13.webp"
"MY0203","대여 상세 > 사진 견주기","정면","시술","1200×900","장비- 14.webp"
"MY0203","대여 상세 > 사진 견주기","시술","시술","4×3","장비- 15.webp"
"MY0301","후기 쓰기","장비","시술","400×400","장비- 16.webp"
"MY0301","후기 쓰기","사진 1","시술","800×600","장비- 17.webp"
"MY0301","후기 쓰기","사진 2","시술","800×600","장비- 18.webp"
"MY0301","후기 쓰기","사진 3","시술","800×600","장비- 19.webp"
"MY0301","후기 쓰기","사진 4","시술","800×600","장비- 2.webp"
"MY0303","후기 쓰기 > 사진 첨부","사진 1","시술","800×600","장비- 20.webp"
"MY0303","후기 쓰기 > 사진 첨부","사진 2","시술","800×600","장비- 21.webp"
"MY0303","후기 쓰기 > 사진 첨부","사진 3","시술","800×600","장비- 22.webp"
"MY0303","후기 쓰기 > 사진 첨부","사진 4","시술","800×600","장비- 23.webp"
"PD0101","장비 목록","장비 사진","시술","800×800","장비- 24.webp"
"PD0101","장비 목록","장비 사진","시술","800×800","장비- 25.webp"
"PD0101","장비 목록","장비 사진","시술","800×800","장비- 3.webp"
"PD0101","장비 목록","장비 사진","시술","800×800","장비- 4.webp"
"PD0101","장비 목록","장비 사진","시술","800×800","장비- 5.webp"
"PD0101","장비 목록","장비 사진","시술","800×800","장비- 6.webp"
"PD0101","장비 목록","장비 사진","시술","800×800","장비- 7.webp"
"PD0101","장비 목록","장비 사진","시술","800×800","장비- 8.webp"
"PD0102","장비 목록 > 이 기간 가능만 보기","장비 사진","시술","800×800","장비- 9.webp"
"PD0102","장비 목록 > 이 기간 가능만 보기","장비 사진","시술","800×800","장비- 1.webp"
"PD0102","장비 목록 > 이 기간 가능만 보기","장비 사진","시술","800×800","장비- 10.webp"
"PD0103","장비 목록 > 찜하기 토글","장비 사진","시술","800×800","장비- 11.webp"
"PD0103","장비 목록 > 찜하기 토글","장비 사진","시술","800×800","장비- 12.webp"
"PD0104","장비 목록 > 잔여 소진 임박","장비 사진","시술","800×800","장비- 13.webp"
"PD0104","장비 목록 > 잔여 소진 임박","장비 사진","시술","800×800","장비- 14.webp"
"PD0104","장비 목록 > 잔여 소진 임박","장비 사진","시술","800×800","장비- 15.webp"
"PD0201","장비 상세","장비 대표 사진","시술","1200×900","장비- 16.webp"
"PD0201","장비 상세","시술","시술","400×300","장비- 17.webp"
"PD0201","장비 상세","시술","시술","400×300","장비- 18.webp"
"PD0201","장비 상세","시술","시술","400×300","장비- 19.webp"
"PD0201","장비 상세","시술","시술","400×300","장비- 2.webp"
"PD0201","장비 상세","시술","시술","400×300","장비- 20.webp"
"PD0201","장비 상세","장비 사진","시술","800×800","장비- 21.webp"
"PD0201","장비 상세","장비 사진","시술","800×800","장비- 22.webp"
"PD0201","장비 상세","장비 사진","시술","800×800","장비- 23.webp"
"PD0202","장비 상세 > 구성품 탭","부품","시술","400×300","장비- 24.webp"
"PD0202","장비 상세 > 구성품 탭","부품","시술","400×300","장비- 25.webp"
"PD0202","장비 상세 > 구성품 탭","부품","시술","400×300","장비- 3.webp"
"PD0202","장비 상세 > 구성품 탭","부품","시술","400×300","장비- 4.webp"
"PD0202","장비 상세 > 구성품 탭","부품","시술","400×300","장비- 5.webp"
"PD0203","장비 상세 > 이용 안내 탭","설치 영상","시술","1200×675","장비- 6.webp"
"PD0205","장비 상세 > 후기 탭","후기 사진","후기","400×300","장비- 1.webp"
"PD0205","장비 상세 > 후기 탭","후기 사진","후기","400×300","장비- 10.webp"
"PD0501","대여 불가 - 그 날짜 마감","장비 사진","시술","800×800","장비- 7.webp"
"PD0501","대여 불가 - 그 날짜 마감","장비 사진","시술","800×800","장비- 8.webp"
"PD0601","세트 패키지","패키지 전체 사진","시술","1200×900","장비- 9.webp"
"PD0601","세트 패키지","장비","시술","400×400","장비- 1.webp"
"PD0601","세트 패키지","장비","시술","400×400","장비- 10.webp"
"PD0601","세트 패키지","장비","시술","400×400","장비- 11.webp"
"PD0601","세트 패키지","장비","시술","400×400","장비- 12.webp"
"RT0101","수령 확인","정면","시술","800×600","장비- 13.webp"
"RT0101","수령 확인","옆면","시술","800×600","장비- 14.webp"
"RT0101","수령 확인","바닥","시술","800×600","장비- 15.webp"
"RT0101","수령 확인","보관가방","시술","800×600","장비- 16.webp"
"RT0101","수령 확인","수령 QR 코드","시술","400×400","장비- 17.webp"
"RT0103","수령 확인 > 수령 상태 사진 촬영","정면","시술","800×600","장비- 18.webp"
"RT0103","수령 확인 > 수령 상태 사진 촬영","옆면","시술","800×600","장비- 19.webp"
"RT0103","수령 확인 > 수령 상태 사진 촬영","바닥","시술","800×600","장비- 2.webp"
"RT0103","수령 확인 > 수령 상태 사진 촬영","보관가방","시술","800×600","장비- 20.webp"
"RT0104","수령 확인 > 기존 흠집 신고","가까이","시술","800×600","장비- 21.webp"
"RT0104","수령 확인 > 기존 흠집 신고","전체","시술","800×600","장비- 22.webp"
"RT0201","이용 중","장비","시술","400×400","장비- 23.webp"
"RT0205","이용 중 > 고장 신고","고장 난 곳","시술","800×600","장비- 24.webp"
"RT0205","이용 중 > 고장 신고","전체","시술","800×600","장비- 25.webp"
"RT0301","반납 안내","젖은 채 접힌 텐트","시술","800×500","장비- 3.webp"
"RT0301","반납 안내","털어서 가방에 넣은 텐트","시술","800×500","장비- 4.webp"
"RT0302","반납 안내 > 매장 반납 탭","반납함 위치 사진","시술","1200×600","장비- 5.webp"
"RT0303","반납 안내 > 택배 회수 탭","포장 예시","시술","800×600","장비- 6.webp"
"RT0401","반납 접수","정면","시술","800×600","장비- 7.webp"
"RT0401","반납 접수","정면 지금","시술","800×600","장비- 8.webp"
"RT0401","반납 접수","옆면","시술","800×600","장비- 9.webp"
"RT0401","반납 접수","옆면 지금","시술","800×600","장비- 1.webp"
"RT0401","반납 접수","바닥","시술","800×600","장비- 10.webp"
"RT0401","반납 접수","바닥 지금","시술","800×600","장비- 11.webp"
"RT0401","반납 접수","보관가방","시술","800×600","장비- 12.webp"
"RT0401","반납 접수","보관가방 지금","시술","800×600","장비- 13.webp"
"RT0403","반납 접수 > 수령 사진과 견주기","정면","시술","800×600","장비- 14.webp"
"RT0403","반납 접수 > 수령 사진과 견주기","정면 지금","시술","800×600","장비- 15.webp"
"RT0403","반납 접수 > 수령 사진과 견주기","옆면","시술","800×600","장비- 16.webp"
"RT0403","반납 접수 > 수령 사진과 견주기","옆면 지금","시술","800×600","장비- 17.webp"
"RT0403","반납 접수 > 수령 사진과 견주기","바닥","시술","800×600","장비- 18.webp"
"RT0403","반납 접수 > 수령 사진과 견주기","바닥 지금","시술","800×600","장비- 19.webp"
"RT0403","반납 접수 > 수령 사진과 견주기","보관가방","시술","800×600","장비- 2.webp"
"RT0403","반납 접수 > 수령 사진과 견주기","보관가방 지금","시술","800×600","장비- 20.webp"
"RT0404","반납 접수 > 파손 미리 알림","가까이","시술","800×600","장비- 21.webp"
"RT0404","반납 접수 > 파손 미리 알림","전체","시술","800×600","장비- 22.webp"
"RT0601","파손·분실 신고","가까이 찍은 사진","시술","800×600","장비- 23.webp"
"RT0601","파손·분실 신고","전체가 나온 사진","시술","800×600","장비- 24.webp"
"RT0602","파손·분실 신고 > 부위 선택","장비 도해 — 부위를 누르세요","시술","800×600","장비- 25.webp"
"RT0604","파손·분실 신고 > 사진 필수 검증","가까이 찍은 사진","시술","800×600","장비- 3.webp"
"RT0604","파손·분실 신고 > 사진 필수 검증","전체가 나온 사진 — 비어 있음","시술","800×600","장비- 4.webp"
"ST0101","점검 진행 중","정면","시술","800×600","장비- 5.webp"
"ST0101","점검 진행 중","옆면","시술","800×600","장비- 6.webp"
"ST0101","점검 진행 중","바닥","시술","800×600","장비- 7.webp"
"ST0101","점검 진행 중","보관가방","시술","800×600","장비- 8.webp"
"ST0201","정산 내역 - 연체·파손 청구","근거 사진","시술","800×600","장비- 9.webp"
"ST0201","정산 내역 - 연체·파손 청구","근거 사진","시술","800×600","장비- 1.webp"
"ST0201","정산 내역 - 연체·파손 청구","근거 사진","시술","800×600","장비- 10.webp"
"ST0202","정산 내역 - 연체·파손 청구 > 항목별 근거 펼치기","근거 사진","시술","800×600","장비- 11.webp"
"ST0202","정산 내역 - 연체·파손 청구 > 항목별 근거 펼치기","근거 사진","시술","800×600","장비- 12.webp"
"ST0202","정산 내역 - 연체·파손 청구 > 항목별 근거 펼치기","근거 사진","시술","800×600","장비- 13.webp"
"ST0205","정산 내역 - 연체·파손 청구 > 이의 제기","수령 사진 (자동으로 붙었습니다","시술","800×600","장비- 14.webp"
"ST0205","정산 내역 - 연체·파손 청구 > 이의 제기","추가 사진","시술","800×600","장비- 15.webp"
"ST0404","환급 완료 > 재이용 유도","장비 사진","시술","800×800","장비- 16.webp"
"ST0404","환급 완료 > 재이용 유도","장비 사진","시술","800×800","장비- 17.webp"
"ST0404","환급 완료 > 재이용 유도","장비 사진","시술","800×800","장비- 18.webp"
