"화면ID","화면명","어떤 자리","종류","권장 크기","지금 들어간 사진"
"CL-02","내 강의실 - 비어 있음","강의 썸네일","시술","800×800","10_task_complete.webp"
"CL-03","강의 재생","강의 영상","시술","1280×720","03_video_meeting.webp"
"CO-01","강의 목록","강의 썸네일","시술","1200×900","06_working_lunch.webp"
"CO-01","강의 목록","강의 썸네일","시술","1200×900","09_blanket_overtime.webp"
"CO-01","강의 목록","강의 썸네일","시술","1200×900","02_deep_focus.webp"
"CO-01","강의 목록","강의 썸네일","시술","1200×900","10_task_complete.webp"
"CO-01","강의 목록","강의 썸네일","시술","1200×900","01_login.webp"
"CO-01","강의 목록","강의 썸네일","시술","1200×900","03_video_meeting.webp"
"CO-01","강의 목록","강의 썸네일","시술","1200×900","04_bug_found.webp"
"CO-01","강의 목록","강의 썸네일","시술","1200×900","06_rooftop.webp"
"CO-01","강의 목록","강의 썸네일","시술","1200×900","07_bookstore.webp"
"CO-01","강의 목록","강의 썸네일","시술","1200×900","05_solution_mapping.webp"
"CO-01","강의 목록","강의 썸네일","시술","1200×900","08_notification_overload.webp"
"CO-01","강의 목록","강의 썸네일","시술","1200×900","01_bed_laptop.webp"
"CO-02","강의 목록 - 검색 결과 없음","강의 썸네일","시술","1200×900","06_working_lunch.webp"
"CO-02","강의 목록 - 검색 결과 없음","강의 썸네일","시술","1200×900","09_blanket_overtime.webp"
"CO-02","강의 목록 - 검색 결과 없음","강의 썸네일","시술","1200×900","02_deep_focus.webp"
"CO-02","강의 목록 - 검색 결과 없음","강의 썸네일","시술","1200×900","10_task_complete.webp"
"CO-02","강의 목록 - 검색 결과 없음","강의 썸네일","시술","1200×900","01_login.webp"
"CO-02","강의 목록 - 검색 결과 없음","강의 썸네일","시술","1200×900","03_video_meeting.webp"
"CO-02","강의 목록 - 검색 결과 없음","강의 썸네일","시술","1200×900","04_bug_found.webp"
"CO-02","강의 목록 - 검색 결과 없음","강의 썸네일","시술","1200×900","06_rooftop.webp"
"CO-02","강의 목록 - 검색 결과 없음","강의 썸네일","시술","1200×900","07_bookstore.webp"
"CO-02","강의 목록 - 검색 결과 없음","강의 썸네일","시술","1200×900","05_solution_mapping.webp"
"CO-02","강의 목록 - 검색 결과 없음","강의 썸네일","시술","1200×900","08_notification_overload.webp"
"CO-02","강의 목록 - 검색 결과 없음","강의 썸네일","시술","1200×900","01_bed_laptop.webp"
"CO-02","강의 목록 - 검색 결과 없음","강의 썸네일","시술","800×800","06_working_lunch.webp"
"CO-02","강의 목록 - 검색 결과 없음","강의 썸네일","시술","800×800","09_blanket_overtime.webp"
"CO-02","강의 목록 - 검색 결과 없음","강의 썸네일","시술","800×800","01_login.webp"
"CO-02","강의 목록 - 검색 결과 없음","강의 썸네일","시술","800×800","04_bug_found.webp"
"CO-03","강의 상세","강의 소개 영상","시술","1280×720","03_video_meeting.webp"
"CO-03","강의 상세","강의 상세 이미지","시술","1600×600","02_deep_focus.webp"
"CO-03","강의 상세","프로필","인물","400×400","인물 - 1.webp"
"CO-03","강의 상세","프로필","인물","400×400","인물 - 2.webp"
"CO-03","강의 상세","프로필","인물","400×400","인물 - 4.webp"
"CO-03","강의 상세","프로필","인물","400×400","인물 - 5.webp"
"CO-03","강의 상세","프로필","인물","400×400","인물 - 6.webp"
"CO-03","강의 상세","프로필","인물","400×400","인물 - 7.webp"
"CO-03","강의 상세","프로필","인물","400×400","인물 - 8.webp"
"CO-04","수강 신청 - 결제","강의 썸네일","시술","1200×900","06_working_lunch.webp"
"CO-05","수강 신청 - 완료","강의 썸네일","시술","1200×900","06_working_lunch.webp"
"CU-01","내 강의 목록","강의 썸네일","시술","1200×900","06_working_lunch.webp"
"CU-01","내 강의 목록","강의 썸네일","시술","1200×900","08_notification_overload.webp"
"CU-01","내 강의 목록","강의 썸네일","시술","1200×900","01_login.webp"
"CU-01","내 강의 목록","강의 썸네일","시술","1200×900","09_blanket_overtime.webp"
"CU-01","내 강의 목록","강의 썸네일","시술","1200×900","01_bed_laptop.webp"
"HO-01","홈 - 비로그인","서비스 소개","시술","1200×900","09_train.webp"
"HO-01","홈 - 비로그인","강의 썸네일","시술","800×800","06_working_lunch.webp"
"HO-01","홈 - 비로그인","강의 썸네일","시술","800×800","09_blanket_overtime.webp"
"HO-01","홈 - 비로그인","강의 썸네일","시술","800×800","02_deep_focus.webp"
"HO-01","홈 - 비로그인","강의 썸네일","시술","800×800","10_task_complete.webp"
"HO-01","홈 - 비로그인","강의 썸네일","시술","800×800","01_login.webp"
"HO-01","홈 - 비로그인","강의 썸네일","시술","800×800","03_video_meeting.webp"
"HO-01","홈 - 비로그인","강의 썸네일","시술","800×800","04_bug_found.webp"
"HO-01","홈 - 비로그인","강의 썸네일","시술","800×800","06_rooftop.webp"
"HO-01","홈 - 비로그인","강의 썸네일","시술","800×800","03_video_meeting.webp"
"HO-01","홈 - 비로그인","강의 썸네일","시술","800×800","07_bookstore.webp"
"HO-01","홈 - 비로그인","강의 썸네일","시술","800×800","04_bug_found.webp"
"HO-01","홈 - 비로그인","강의 썸네일","시술","800×800","08_notification_overload.webp"
"HO-01","홈 - 비로그인","강의 썸네일","시술","800×800","05_solution_mapping.webp"
"HO-01","홈 - 비로그인","강의 썸네일","시술","800×800","01_bed_laptop.webp"
"HO-01","홈 - 비로그인","기획전 배너 · 신규 가입 할인","시술","1200×900","10_picnic.webp"
"HO-01","홈 - 비로그인","기획전 배너 · 패키지 강의","시술","1200×900","10_picnic.webp"
"HO-01","홈 - 비로그인","강의 썸네일","시술","1200×900","06_working_lunch.webp"
"HO-01","홈 - 비로그인","강의 썸네일","시술","1200×900","01_login.webp"
"HO-01","홈 - 비로그인","강의 썸네일","시술","1200×900","08_notification_overload.webp"
"HO-01","홈 - 비로그인","강의 썸네일","시술","1200×900","09_blanket_overtime.webp"
"HO-01","홈 - 비로그인","강의 썸네일","시술","1200×900","04_bug_found.webp"
"HO-01","홈 - 비로그인","강의 썸네일","시술","1200×900","02_deep_focus.webp"
"HO-01","홈 - 비로그인","강의 썸네일","시술","1200×900","01_bed_laptop.webp"
"HO-01","홈 - 비로그인","프로필","인물","400×400","인물 - 9.webp"
"HO-01","홈 - 비로그인","프로필","인물","400×400","인물 - 12.webp"
"HO-01","홈 - 비로그인","프로필","인물","400×400","인물 - 13.webp"
"HO-01","홈 - 비로그인","프로필","인물","400×400","인물 - 14.webp"
"HO-01","홈 - 비로그인","프로필","인물","400×400","인물 - 15.webp"
"HO-01","홈 - 비로그인","프로필","인물","400×400","인물 - 16.webp"
"HO-02","홈 - 수강생 로그인","강의 썸네일","시술","1200×900","06_working_lunch.webp"
"HO-02","홈 - 수강생 로그인","강의 썸네일","시술","1200×900","06_working_lunch.webp"
"HO-02","홈 - 수강생 로그인","강의 썸네일","시술","1200×900","03_video_meeting.webp"
"HO-02","홈 - 수강생 로그인","강의 썸네일","시술","1200×900","02_deep_focus.webp"
"HO-02","홈 - 수강생 로그인","강의 썸네일","시술","800×800","04_bug_found.webp"
"HO-02","홈 - 수강생 로그인","강의 썸네일","시술","800×800","08_notification_overload.webp"
"HO-02","홈 - 수강생 로그인","강의 썸네일","시술","800×800","10_task_complete.webp"
"HO-02","홈 - 수강생 로그인","강의 썸네일","시술","800×800","05_solution_mapping.webp"
"HO-02","홈 - 수강생 로그인","강의 썸네일","시술","800×800","03_video_meeting.webp"
"HO-02","홈 - 수강생 로그인","강의 썸네일","시술","800×800","01_bed_laptop.webp"
"HO-02","홈 - 수강생 로그인","강의 썸네일","시술","1200×900","06_working_lunch.webp"
"HO-02","홈 - 수강생 로그인","강의 썸네일","시술","1200×900","01_login.webp"
"HO-02","홈 - 수강생 로그인","강의 썸네일","시술","1200×900","08_notification_overload.webp"
"MY-01","내 정보","프로필","인물","400×400","인물 - 17.webp"
"MY-02","수강 이력","강의 썸네일","시술","1200×900","01_login.webp"
"MY-02","수강 이력","강의 썸네일","시술","1200×900","06_rooftop.webp"
"MY-02","수강 이력","강의 썸네일","시술","1200×900","06_working_lunch.webp"
"MY-02","수강 이력","강의 썸네일","시술","1200×900","03_video_meeting.webp"
"MY-02","수강 이력","강의 썸네일","시술","1200×900","02_deep_focus.webp"
"ST-03","수강생 상세 - 진도 현황","프로필","인물","400×400","인물 - 18.webp"
