"화면ID","화면명","어떤 자리","종류","권장 크기","지금 들어간 사진"
"CO0501","수강 신청 - 완료","강의 썸네일","시술","1200×900","06_working_lunch.webp"
"CU0101","내 강의 목록","강의 썸네일","시술","1200×900","06_working_lunch.webp"
"CU0101","내 강의 목록","강의 썸네일","시술","1200×900","08_notification_overload.webp"
"CU0101","내 강의 목록","강의 썸네일","시술","1200×900","01_login.webp"
"CU0101","내 강의 목록","강의 썸네일","시술","1200×900","09_blanket_overtime.webp"
"CU0101","내 강의 목록","강의 썸네일","시술","1200×900","01_bed_laptop.webp"
"CU0102","내 강의 목록 > 상태별 필터","강의","시술","1200×900","06_working_lunch.webp"
"CU0102","내 강의 목록 > 상태별 필터","강의","시술","1200×900","08_notification_overload.webp"
"GR0202","과제 채점 목록 > 채점 완료 탭","김수현","인물","400×400","인물 - 9.webp"
"GR0202","과제 채점 목록 > 채점 완료 탭","이서연","인물","400×400","인물 - 10.webp"
"GR0202","과제 채점 목록 > 채점 완료 탭","정우성","인물","400×400","인물 - 11.webp"
"GR0202","과제 채점 목록 > 채점 완료 탭","최민아","인물","400×400","인물 - 12.webp"
"GR0502","수료 처리 - 확인 > 처리 실패","박서준","인물","400×400","인물 - 13.webp"
"GR0502","수료 처리 - 확인 > 처리 실패","한지민","인물","400×400","인물 - 14.webp"
"GR0502","수료 처리 - 확인 > 처리 실패","오세라","인물","400×400","인물 - 15.webp"
"HO0101","홈 - 비로그인","서비스 소개","시술","1200×900","09_train.webp"
"HO0101","홈 - 비로그인","강의 썸네일","시술","800×800","06_working_lunch.webp"
"HO0101","홈 - 비로그인","강의 썸네일","시술","800×800","09_blanket_overtime.webp"
"HO0101","홈 - 비로그인","강의 썸네일","시술","800×800","02_deep_focus.webp"
"HO0101","홈 - 비로그인","강의 썸네일","시술","800×800","10_task_complete.webp"
"HO0101","홈 - 비로그인","강의 썸네일","시술","800×800","01_login.webp"
"HO0101","홈 - 비로그인","강의 썸네일","시술","800×800","03_video_meeting.webp"
"HO0101","홈 - 비로그인","강의 썸네일","시술","800×800","04_bug_found.webp"
"HO0101","홈 - 비로그인","강의 썸네일","시술","800×800","06_rooftop.webp"
"HO0101","홈 - 비로그인","강의 썸네일","시술","800×800","03_video_meeting.webp"
"HO0101","홈 - 비로그인","강의 썸네일","시술","800×800","07_bookstore.webp"
"HO0101","홈 - 비로그인","강의 썸네일","시술","800×800","04_bug_found.webp"
"HO0101","홈 - 비로그인","강의 썸네일","시술","800×800","08_notification_overload.webp"
"HO0101","홈 - 비로그인","강의 썸네일","시술","800×800","05_solution_mapping.webp"
"HO0101","홈 - 비로그인","강의 썸네일","시술","800×800","01_bed_laptop.webp"
"HO0101","홈 - 비로그인","기획전 배너 · 신규 가입 할인","시술","1200×900","10_picnic.webp"
"HO0101","홈 - 비로그인","기획전 배너 · 패키지 강의","시술","1200×900","10_picnic.webp"
"HO0101","홈 - 비로그인","강의 썸네일","시술","1200×900","06_working_lunch.webp"
"HO0101","홈 - 비로그인","강의 썸네일","시술","1200×900","01_login.webp"
"HO0101","홈 - 비로그인","강의 썸네일","시술","1200×900","08_notification_overload.webp"
"HO0101","홈 - 비로그인","강의 썸네일","시술","1200×900","09_blanket_overtime.webp"
"HO0101","홈 - 비로그인","강의 썸네일","시술","1200×900","04_bug_found.webp"
"HO0101","홈 - 비로그인","강의 썸네일","시술","1200×900","02_deep_focus.webp"
"HO0101","홈 - 비로그인","강의 썸네일","시술","1200×900","01_bed_laptop.webp"
"HO0101","홈 - 비로그인","프로필","인물","400×400","인물 - 16.webp"
"HO0101","홈 - 비로그인","프로필","인물","400×400","인물 - 17.webp"
"HO0101","홈 - 비로그인","프로필","인물","400×400","인물 - 18.webp"
"HO0101","홈 - 비로그인","프로필","인물","400×400","인물 - 19.webp"
"HO0101","홈 - 비로그인","프로필","인물","400×400","인물 - 20.webp"
"HO0101","홈 - 비로그인","프로필","인물","400×400","인물 - 1.webp"
"HO0102","홈 - 비로그인 > 분야별 추천 탭","강의 썸네일","시술","1200×900","06_working_lunch.webp"
"HO0102","홈 - 비로그인 > 분야별 추천 탭","강의 썸네일","시술","1200×900","09_blanket_overtime.webp"
"HO0102","홈 - 비로그인 > 분야별 추천 탭","강의 썸네일","시술","1200×900","02_deep_focus.webp"
"HO0102","홈 - 비로그인 > 분야별 추천 탭","강의 썸네일","시술","1200×900","10_task_complete.webp"
"HO0102","홈 - 비로그인 > 분야별 추천 탭","강의 썸네일","시술","1200×900","01_login.webp"
"HO0102","홈 - 비로그인 > 분야별 추천 탭","강의 썸네일","시술","1200×900","03_video_meeting.webp"
"HO0102","홈 - 비로그인 > 분야별 추천 탭","강의 썸네일","시술","1200×900","02_deep_focus.webp"
"HO0102","홈 - 비로그인 > 분야별 추천 탭","강의 썸네일","시술","1200×900","10_task_complete.webp"
"HO0102","홈 - 비로그인 > 분야별 추천 탭","강의 썸네일","시술","1200×900","01_login.webp"
"HO0102","홈 - 비로그인 > 분야별 추천 탭","강의 썸네일","시술","1200×900","03_video_meeting.webp"
"HO0102","홈 - 비로그인 > 분야별 추천 탭","강의 썸네일","시술","1200×900","04_bug_found.webp"
"HO0102","홈 - 비로그인 > 분야별 추천 탭","강의 썸네일","시술","1200×900","06_rooftop.webp"
"HO0102","홈 - 비로그인 > 분야별 추천 탭","강의 썸네일","시술","1200×900","01_login.webp"
"HO0102","홈 - 비로그인 > 분야별 추천 탭","강의 썸네일","시술","1200×900","03_video_meeting.webp"
"HO0102","홈 - 비로그인 > 분야별 추천 탭","강의 썸네일","시술","1200×900","04_bug_found.webp"
"HO0102","홈 - 비로그인 > 분야별 추천 탭","강의 썸네일","시술","1200×900","06_rooftop.webp"
"HO0102","홈 - 비로그인 > 분야별 추천 탭","강의 썸네일","시술","1200×900","07_bookstore.webp"
"HO0102","홈 - 비로그인 > 분야별 추천 탭","강의 썸네일","시술","1200×900","05_solution_mapping.webp"
"HO0102","홈 - 비로그인 > 분야별 추천 탭","강의 썸네일","시술","1200×900","04_bug_found.webp"
"HO0102","홈 - 비로그인 > 분야별 추천 탭","강의 썸네일","시술","1200×900","06_rooftop.webp"
"HO0102","홈 - 비로그인 > 분야별 추천 탭","강의 썸네일","시술","1200×900","07_bookstore.webp"
"HO0102","홈 - 비로그인 > 분야별 추천 탭","강의 썸네일","시술","1200×900","05_solution_mapping.webp"
"HO0102","홈 - 비로그인 > 분야별 추천 탭","강의 썸네일","시술","1200×900","08_notification_overload.webp"
"HO0102","홈 - 비로그인 > 분야별 추천 탭","강의 썸네일","시술","1200×900","01_bed_laptop.webp"
"HO0201","홈 - 수강생 로그인","강의 썸네일","시술","1200×900","06_working_lunch.webp"
"HO0201","홈 - 수강생 로그인","강의 썸네일","시술","1200×900","06_working_lunch.webp"
"HO0201","홈 - 수강생 로그인","강의 썸네일","시술","1200×900","03_video_meeting.webp"
"HO0201","홈 - 수강생 로그인","강의 썸네일","시술","1200×900","02_deep_focus.webp"
"HO0201","홈 - 수강생 로그인","강의 썸네일","시술","800×800","04_bug_found.webp"
"HO0201","홈 - 수강생 로그인","강의 썸네일","시술","800×800","08_notification_overload.webp"
"HO0201","홈 - 수강생 로그인","강의 썸네일","시술","800×800","10_task_complete.webp"
"HO0201","홈 - 수강생 로그인","강의 썸네일","시술","800×800","05_solution_mapping.webp"
"HO0201","홈 - 수강생 로그인","강의 썸네일","시술","800×800","03_video_meeting.webp"
"HO0201","홈 - 수강생 로그인","강의 썸네일","시술","800×800","01_bed_laptop.webp"
"HO0201","홈 - 수강생 로그인","강의 썸네일","시술","1200×900","06_working_lunch.webp"
"HO0201","홈 - 수강생 로그인","강의 썸네일","시술","1200×900","01_login.webp"
"HO0201","홈 - 수강생 로그인","강의 썸네일","시술","1200×900","08_notification_overload.webp"
"HO0202","홈 - 수강생 로그인 > 이어보기 없음","강의","시술","1200×900","06_working_lunch.webp"
"HO0202","홈 - 수강생 로그인 > 이어보기 없음","강의","시술","1200×900","03_video_meeting.webp"
"MY0101","내 정보","프로필","인물","400×400","인물 - 2.webp"
"MY0201","수강 이력","강의 썸네일","시술","1200×900","01_login.webp"
"MY0201","수강 이력","강의 썸네일","시술","1200×900","06_rooftop.webp"
"MY0201","수강 이력","강의 썸네일","시술","1200×900","06_working_lunch.webp"
"MY0201","수강 이력","강의 썸네일","시술","1200×900","03_video_meeting.webp"
"MY0201","수강 이력","강의 썸네일","시술","1200×900","02_deep_focus.webp"
"ST0102","수강생 목록 > 진도 구간 필터","김서준","인물","400×400","인물 - 3.webp"
"ST0102","수강생 목록 > 진도 구간 필터","이하윤","인물","400×400","인물 - 4.webp"
"ST0102","수강생 목록 > 진도 구간 필터","박도윤","인물","400×400","인물 - 5.webp"
"ST0102","수강생 목록 > 진도 구간 필터","최시우","인물","400×400","인물 - 6.webp"
"ST0102","수강생 목록 > 진도 구간 필터","정지호","인물","400×400","인물 - 7.webp"
"ST0301","수강생 상세 - 진도 현황","프로필","인물","400×400","인물 - 8.webp"
